# 20250617_161234
# primespec:	data/examplescenario/primaryspec/spec_20250617_160424_261/spectr.txt
# qmax:	4
# ma:	1.77714
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.877472
# [=>] Eabc:	0.88857
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,482.709
0.0204082,482.923
0.0408163,483.565
0.0612245,484.659
0.0816327,486.218
0.102041,488.284
0.122449,490.936
0.142857,494.309
0.163265,498.985
0.183673,503.89
0.204082,508.845
0.22449,514.144
0.244898,519.786
0.265306,525.532
0.285714,531.852
0.306122,538.329
0.326531,545.118
0.346939,552.22
0.367347,559.136
0.387755,566.913
0.408163,574.639
0.428571,582.547
0.44898,590.401
0.469388,598.58
0.489796,606.58
0.510204,614.201
0.530612,623.482
0.55102,632.088
0.571429,640.291
0.591837,648.712
0.612245,657.047
0.632653,665.392
0.653061,673.846
0.673469,682.459
0.693878,692.277
0.714286,703.309
0.734694,714.919
0.755102,726.471
0.77551,740.64
0.795918,757.352
0.816327,773.173
0.836735,775.001
0.857143,739.051
0.877551,665.986
0.897959,558.274
0.918367,453.334
0.938776,368.602
0.959184,308.301
0.979592,265.191
1,234.098
