# 20251205_150854
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_145758_021/spectr.txt
# qmax:	4
# ma:	0.405714
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.146802
# [=>] Eabc:	0.202857
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,7340.26
0.0204082,7426.38
0.0408163,7614.65
0.0612245,7962.46
0.0816327,8504.97
0.102041,9338.7
0.122449,11349.7
0.142857,10253.4
0.163265,4780.55
0.183673,1646.23
0.204082,929.483
0.22449,611.384
0.244898,405.193
0.265306,279.767
0.285714,200.213
0.306122,142.928
0.326531,107.564
0.346939,81.0501
0.367347,62.3317
0.387755,48.3188
0.408163,37.4746
0.428571,30.6385
0.44898,24.597
0.469388,20.0218
0.489796,16.164
0.510204,13.3171
0.530612,11.5334
0.55102,9.56797
0.571429,7.99401
0.591837,6.68564
0.612245,5.83977
0.632653,5.15037
0.653061,4.31031
0.673469,3.78682
0.693878,3.33511
0.714286,2.95939
0.734694,2.58994
0.755102,2.30057
0.77551,2.06459
0.795918,1.86122
0.816327,1.63533
0.836735,1.43039
0.857143,1.30696
0.877551,1.218
0.897959,1.07811
0.918367,0.98762
0.938776,0.917862
0.959184,0.840422
0.979592,0.766805
1,0.674534
