# 20260615_161216
# primespec:	data/AuAu200_cc_(0,5)plus15/primaryspec/spec_20260615_155859_138/spectr.txt
# qmax:	4
# ma:	1.07429
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.51858
# [=>] Eabc:	0.537145
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,264.255
0.0204082,264.431
0.0408163,265.407
0.0612245,267.44
0.0816327,270.004
0.102041,273.38
0.122449,277.551
0.142857,281.731
0.163265,286.686
0.183673,291.625
0.204082,297.4
0.22449,302.355
0.244898,307.818
0.265306,312.679
0.285714,317.033
0.306122,321.516
0.326531,325.766
0.346939,328.981
0.367347,330.132
0.387755,331.694
0.408163,336.068
0.428571,342.973
0.44898,347.823
0.469388,344.722
0.489796,325.217
0.510204,292.676
0.530612,253.511
0.55102,210.96
0.571429,169.708
0.591837,136.623
0.612245,111.344
0.632653,94.2396
0.653061,80.8404
0.673469,71.0546
0.693878,63.1292
0.714286,56.2181
0.734694,49.7384
0.755102,44.4997
0.77551,39.0873
0.795918,34.8593
0.816327,31.1642
0.836735,27.6882
0.857143,24.8461
0.877551,22.3876
0.897959,20.0898
0.918367,18.2372
0.938776,16.508
0.959184,14.8817
0.979592,13.5855
1,12.3206
