# 20251205_151138
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_150033_111/spectr.txt
# qmax:	4
# ma:	0.92
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.438178
# [=>] Eabc:	0.46
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1838.94
0.0204082,1842.04
0.0408163,1849.59
0.0612245,1862.79
0.0816327,1882.03
0.102041,1906.77
0.122449,1936.6
0.142857,1973.28
0.163265,2015.72
0.183673,2063.42
0.204082,2116.89
0.22449,2177.47
0.244898,2246
0.265306,2322.61
0.285714,2410.08
0.306122,2513.08
0.326531,2633.04
0.346939,2784.76
0.367347,2973.51
0.387755,3245.34
0.408163,3793.98
0.428571,3790.34
0.44898,2574.72
0.469388,1276.23
0.489796,729.717
0.510204,563.273
0.530612,435.75
0.55102,345.142
0.571429,279.557
0.591837,230.175
0.612245,190.258
0.632653,160.702
0.653061,135.819
0.673469,115.427
0.693878,99.1909
0.714286,85.5805
0.734694,73.6224
0.755102,64.2655
0.77551,56.0646
0.795918,49.2941
0.816327,43.6242
0.836735,38.3195
0.857143,33.8945
0.877551,30.0837
0.897959,26.9929
0.918367,24.0145
0.938776,21.571
0.959184,19.2932
0.979592,17.3868
1,15.6426
