# 20260615_161629
# primespec:	data/AuAu200_cc_(0,5)plus15/primaryspec/spec_20260615_160125_273/spectr.txt
# qmax:	4
# ma:	1.84571
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.912174
# [=>] Eabc:	0.922855
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,143.131
0.0204082,143.197
0.0408163,143.396
0.0612245,143.734
0.0816327,144.216
0.102041,144.857
0.122449,145.676
0.142857,146.701
0.163265,148.06
0.183673,149.963
0.204082,151.788
0.22449,153.533
0.244898,155.184
0.265306,156.997
0.285714,159.02
0.306122,160.756
0.326531,162.87
0.346939,164.679
0.367347,166.741
0.387755,168.741
0.408163,170.631
0.428571,172.532
0.44898,174.186
0.469388,176.194
0.489796,178.087
0.510204,179.632
0.530612,181.098
0.55102,182.662
0.571429,184.071
0.591837,185.207
0.612245,185.95
0.632653,186.823
0.653061,187.914
0.673469,188.439
0.693878,189.036
0.714286,189.077
0.734694,189.102
0.755102,189.571
0.77551,191.582
0.795918,193.675
0.816327,196.336
0.836735,197.409
0.857143,194.062
0.877551,187.404
0.897959,175.56
0.918367,160.027
0.938776,140.606
0.959184,122.164
0.979592,106.201
1,92.6682
