alpha,tau,r,Dtau,Dr
0,13.0099927407259,0,0,12.5804050680977
0.00314989243846673,13.0107368106663,0.0411332563082223,-0.0101069754814695,12.5915380418366
0.00629978487693345,13.0112754476334,0.0819357891668594,-0.0194114150879125,12.5998372722185
0.00944967731540018,13.0116428757111,0.122468678203049,-0.0280038833443243,12.6059505754054
0.0125995697538669,13.0118683538195,0.162784268624879,-0.0359736846219454,12.6104162422391
0.0157494621923336,13.0119767489438,0.202927182605569,-0.0434075900374701,12.6136777723889
0.0188993546308004,13.0119890557626,0.242935236248399,-0.0503888265829364,12.6160970203571
0.0220492470692671,13.0119228666995,0.282840269197551,-0.0569962973759541,12.6179658899853
0.0251991395077338,13.0117927961834,0.322668893544063,-0.0633040045008561,12.6195167048548
0.0283490319462005,13.0116108626738,0.362443168278598,-0.0693806483382572,12.6209313731983
0.0314989243846673,13.0113868317937,0.402181205163144,-0.0752893795596489,12.6223494576227
0.034648816823134,13.0111285237011,0.441897711531436,-0.0810876821011979,12.6238752520683
0.0377987092616007,13.010842087637,0.481604475182478,-0.0868273674328578,12.6255839609797
0.0409486017000674,13.0105322463953,0.521310796202279,-0.0925546623111059,12.6275270686225
0.0440984941385342,13.0102025132853,0.561023870235506,-0.098310373951798,12.6297369798348
0.0472483865770009,13.0098553839828,0.600749127430509,-0.104130118189381,12.6322310072327
0.0503982790154676,13.0094925055074,0.640490530997665,-0.110044597705432,12.6350147739833
0.0535481714539344,13.0091148244094,0.680250839051737,-0.116079918818516,12.6380850957022
0.0566980638924011,13.0087227161008,0.720031833153398,-0.122257936633812,12.6414323998082
0.0598479563308678,13.0083160971325,0.759834516722769,-0.128596619559831,12.6450427357651
0.0629978487693345,13.0078945220832,0.799659286268369,-0.135110425315806,12.6488994250421
0.0661477412078013,13.0074572666059,0.839506078157656,-0.1418106815815,12.65298439532
0.069297633646268,13.0070033980599,0.879374493450048,-0.148705965386118,12.6572792394446
0.0724475260847347,13.0065318350439,0.919263903119432,-0.155802476198875,12.6617660358703
0.0755974185232014,13.0060413970461,0.959173535810222,-0.163104398475112,12.6664279638348
0.0787473109616682,13.0055308453245,0.999102550098724,-0.170614250132677,12.6712497432407
0.0818972034001349,13.004998916042,1.0390500930693,-0.178333214087733,12.6762179261935
0.0850470958386016,13.0044443465928,1.07901534686235,-0.186261450571019,12.6813210643312
0.0881969882770683,13.0038658959752,1.11899756470799,-0.194398388478772,12.68654977348
0.0913468807155351,13.0032623599916,1.15899609782495,-0.202742994490481,12.6918967147647
0.0944967731540018,13.0026325819818,1.19901041443874,-0.211294019112035,12.6973565090855
0.0976466655924685,13.0019754597337,1.23904011205539,-0.220050219180946,12.7029255998315
0.100796558030935,13.0012899491491,1.27908492401752,-0.229010556703361,12.7086020768306
0.103946450469402,13.0005750651883,1.31914472126726,-0.238174374183812,12.7143854728196
0.107096342907869,12.9998298805599,1.35921951014527,-0.247541546860826,12.7202765421529
0.110246235346335,12.9990535225753,1.399309426967,-0.257112612477745,12.7262770300457
0.113396127784802,12.9982451685391,1.43941473003522,-0.266888879400939,12.7323894393526
0.116546020223269,12.9974040400061,1.47953578967213,-0.276872514049752,12.7386168007136
0.119695912661736,12.9965293961927,1.51967307678454,-0.287066608726503,12.7449624508499
0.122845805100202,12.9956205267984,1.55982715041108,-0.297475231033003,12.7514298228423
0.125995697538669,12.9946767444566,1.59999864464107,-0.308103456134689,12.7580222513882
0.129145589977136,12.9936973770052,1.64018825524093,-0.318957383186713,12.7647427952777
0.132295482415603,12.9926817597387,1.68039672627365,-0.330044137270315,12.7715940786758
0.135445374854069,12.9916292277788,1.72062483695267,-0.34137185820433,12.7785781522113
0.138595267292536,12.9905391086769,1.76087338892954,-0.352949677597776,12.7856963743731
0.141745159731003,12.9894107153428,1.80114319417843,-0.36478768549674,12.7929493132791
0.144895052169469,12.9882433393714,1.84143506360678,-0.376896887953882,12.8003366685096
0.148044944607936,12.9870362448278,1.88174979649132,-0.389289156813461,12.8078572123885
0.151194837046403,12.9857886625319,1.92208817081236,-0.401977172960123,12.8155087498337
0.15434472948487,12.9844997848717,1.96245093453506,-0.414974364227319,12.8232880956904
0.157494621923336,12.9831687611645,2.0028387978658,-0.428294839102288,12.831191068296
0.160644514361803,12.9817946935715,2.04325242649327,-0.441953317300252,12.8392124978972
0.16379440680027,12.980376633567,2.08369243580815,-0.45596505821198,12.8473462484538
0.166944299238737,12.9789135789508,2.12415938608134,-0.470345788157103,12.8555852513054
0.170094191677203,12.9774044713908,2.16465377856962,-0.485111627301536,12.8639215491481
0.17324408411567,12.9758481944735,2.2051760525073,-0.50027901702186,12.8723463487667
0.176393976554137,12.9742435722387,2.245726582935,-0.515864648423447,12.8808500809848
0.179543868992603,12.9725893681681,2.2863056793102,-0.531885392642933,12.8894224663361
0.18269376143107,12.9708842845989,2.32691358483926,-0.548358233490448,12.8980525850114
0.185843653869537,12.9691269625277,2.36755047646706,-0.565300202912833,12.9067289497074
0.188993546308004,12.9673159817697,2.4082164654583,-0.582728319686899,12.9154395800794
0.19214343874647,12.9654498614401,2.44891159850275,-0.600659531681825,12.924172077594
0.195293331184937,12.9635270607197,2.48963585927682,-0.619110661962537,12.9329136996679
0.198443223623404,12.961545979872,2.53038917039415,-0.638098358941573,12.9416514320862
0.201593116061871,12.9595049614751,2.5711713956791,-0.657639050726166,12.9503720587948
0.204743008500337,12.9574022918364,2.61198234269902,-0.67774890374981,12.9590622282712
0.207892900938804,12.9552362025578,2.65282176549366,-0.698443785724075,12.9677085157839
0.211042793377271,12.9530048722195,2.69368936744289,-0.719739232896789,12.97629748096
0.214192685815737,12.9507064281554,2.73458480421732,-0.741650421557169,12.9848157201854
0.217342578254204,12.9483389482919,2.77550768675998,-0.764192143686926,12.9932499134644
0.220492470692671,12.945900463026,2.81645758425114,-0.787378786619305,13.0015868654664
0.223642363131138,12.9433889571192,2.85743402701257,-0.811224316534768,13.0098135405818
0.226792255569604,12.9408023715878,2.89843650931143,-0.835742265593068,13.0179170918994
0.229942148008071,12.9381386055707,2.93946449202865,-0.860945722476966,13.0258848841024
0.233092040446538,12.9353955181594,2.98051740516073,-0.886847326101674,13.0337045103596
0.236241932885005,12.9325709301754,3.0215946501284,-0.913459262227588,13.0413638033594
0.239391825323471,12.9296626258856,3.06269560186966,-0.940793262700613,13.0488508407019
0.242541717761938,12.9266683546439,3.10381961069903,-0.968860607035335,13.0561539449228
0.245691610200405,12.9235858324542,3.14496600391891,-0.997672126050024,13.0632616784736
0.248841502638871,12.9204127434478,3.18613408717278,-1.02723820726048,13.0701628340316
0.251991395077338,12.9171467412735,3.22732314553381,-1.05756880173998,13.0768464205474
0.255141287515805,12.9137854503972,3.26853244432596,-1.08867343215618,13.0833016454732
0.258291179954272,12.9103264673127,3.30976122967791,-1.1205612017028,13.0895178936367
0.261441072392738,12.9067673616649,3.35100872881361,-1.15324080365163,13.0954847032474
0.264590964831205,12.9031056772875,3.39227415008561,-1.18672053126297,13.1011917395296
0.267740857269672,12.899338933162,3.43355668276053,-1.22100828780446,13.106628766488
0.270890749708139,12.8954646243008,3.47485549656801,-1.25611159644488,13.1117856173097
0.274040642146605,12.8914802225625,3.51616974102678,-1.29203760980447,13.1166521638964
0.277190534585072,12.8873831774069,3.55749854456345,-1.32879311896322,13.1212182860223
0.280340427023539,12.8831709165968,3.59884101344117,-1.36638456174663,13.125473840587
0.283490319462005,12.8788408468557,3.64019623051659,-1.40481803012908,13.1294086314163
0.286640211900472,12.8743903544909,3.68156325384484,-1.44409927661553,13.1330123800488
0.289790104338939,12.8698168059905,3.7229411151531,-1.48423371948503,13.1362746979066
0.292939996777406,12.8651175486048,3.76432881820382,-1.525226446799,13.1391850602283
0.296089889215872,12.8602899109206,3.80572533706932,-1.56708221910125,13.1417327821113
0.299239781654339,12.8553312034393,3.84712961433944,-1.609805470757,13.1439069969605
0.302389674092806,12.8502387191666,3.88854055928403,-1.6534003099002,13.1456966376328
0.305539566531272,12.8450097342245,3.92995704599181,-1.69787051697933,13.1470904204922
0.308689458969739,12.8396415084928,3.97137791150684,-1.74321954191258,13.1480768325885
0.311839351408206,12.8341312862897,4.01280195398298,-1.78945049988139,13.1486441221045
0.314989243846673,12.8284762970985,4.0542279308763,-1.83656616581275,13.1487802921922
0.318139136285139,12.8226737563472,4.09565455719453,-1.88456896761499,13.1484730982743
0.321289028723606,12.8167208662491,4.13708050382085,-1.933460978251,13.1477100488505
0.324438921162073,12.810614816708,4.1785043959297,-1.98324390674697,13.1464784098022
0.32758881360054,12.8043527862945,4.21992481150962,-2.03391908824683,13.1447652121652
0.330738706039006,12.797931943297,4.26134028000699,-2.08548747323926,13.1425572632897
0.333888598477473,12.7913494468515,4.30274928110461,-2.13794961609093,13.139841161288
0.33703849091594,12.7846024481514,4.34415024364523,-2.19130566302911,13.1366033126162
0.340188383354407,12.77768809174,4.38554154471049,-2.2455553397296,13.132829952635
