# 20260615_163714
# primespec:	data/AuAu200_cc_(0,5)plus15/primaryspec/spec_20260615_160044_233/spectr.txt
# qmax:	4
# ma:	1.61714
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.796358
# [=>] Eabc:	0.80857
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,163.748
0.0204082,163.853
0.0408163,164.173
0.0612245,164.721
0.0816327,165.522
0.102041,166.626
0.122449,168.196
0.142857,170.249
0.163265,172.199
0.183673,174.17
0.204082,176.237
0.22449,178.571
0.244898,180.87
0.265306,183.188
0.285714,185.771
0.306122,188.226
0.326531,190.852
0.346939,193.405
0.367347,195.794
0.387755,198.471
0.408163,200.807
0.428571,202.759
0.44898,205.37
0.469388,206.932
0.489796,208.808
0.510204,210.395
0.530612,211.784
0.55102,213.131
0.571429,214.734
0.591837,215.967
0.612245,216.602
0.632653,217.5
0.653061,218.528
0.673469,221.083
0.693878,223.898
0.714286,226.235
0.734694,226.173
0.755102,219.916
0.77551,206.918
0.795918,188.28
0.816327,166.107
0.836735,143.752
0.857143,121.632
0.877551,103.405
0.897959,89.4811
0.918367,78.8627
0.938776,70.3155
0.959184,63.6913
0.979592,58.2824
1,53.2841
