# 20251205_144800
# primespec:	data/AuAu200_cc_(0,5)/primaryspec/spec_20251205_143803_123/spectr.txt
# qmax:	4
# ma:	0.988571
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.474044
# [=>] Eabc:	0.494285
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,543.532
0.0204082,543.729
0.0408163,546.301
0.0612245,550.893
0.0816327,556.9
0.102041,564.779
0.122449,573.561
0.142857,585.366
0.163265,597.742
0.183673,611.046
0.204082,625.573
0.22449,641.258
0.244898,657.459
0.265306,674.661
0.285714,693.495
0.306122,712.231
0.326531,725.322
0.346939,729.592
0.367347,719.689
0.387755,691.385
0.408163,652.023
0.428571,602.604
0.44898,556.061
0.469388,507.165
0.489796,455.875
0.510204,406.086
0.530612,358.553
0.55102,313.324
0.571429,268.223
0.591837,228.277
0.612245,191.541
0.632653,159.34
0.653061,133.558
0.673469,111.567
0.693878,93.6909
0.714286,79.8895
0.734694,67.6405
0.755102,58.2181
0.77551,50.4104
0.795918,43.9105
0.816327,38.7423
0.836735,34.0846
0.857143,30.2981
0.877551,27.0616
0.897959,24.1652
0.918367,21.5891
0.938776,19.2506
0.959184,17.2866
0.979592,15.4959
1,13.992
