# 20251208_111308
# primespec:	data/XeXe544_cc_(0,5)/primaryspec/spec_20251208_110202_198/spectr.txt
# qmax:	4
# ma:	1.41714
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.694602
# [=>] Eabc:	0.70857
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1702.04
0.0204082,1703.01
0.0408163,1705.9
0.0612245,1710.91
0.0816327,1718.56
0.102041,1727.71
0.122449,1738.71
0.142857,1751.64
0.163265,1766.16
0.183673,1782.98
0.204082,1801.66
0.22449,1822.86
0.244898,1845.98
0.265306,1872.48
0.285714,1900.61
0.306122,1931.83
0.326531,1966.35
0.346939,2004.7
0.367347,2045.12
0.387755,2090.26
0.408163,2139.78
0.428571,2195.28
0.44898,2254.91
0.469388,2323.18
0.489796,2400.31
0.510204,2487.16
0.530612,2588.84
0.55102,2707.13
0.571429,2849.26
0.591837,3035.7
0.612245,3263.84
0.632653,3708.42
0.653061,3969.43
0.673469,5140.35
0.693878,4677.92
0.714286,1911.83
0.734694,959.36
0.755102,812.051
0.77551,468.106
0.795918,395.447
0.816327,350.78
0.836735,275.652
0.857143,237.597
0.877551,204.309
0.897959,176.748
0.918367,154.762
0.938776,136.075
0.959184,120.482
0.979592,106.859
1,94.7733
