# 20251208_111108
# primespec:	data/XeXe544_cc_(0,5)/primaryspec/spec_20251208_105948_133/spectr.txt
# qmax:	4
# ma:	1.04571
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.503763
# [=>] Eabc:	0.522855
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,2404.52
0.0204082,2406.64
0.0408163,2413.48
0.0612245,2425.88
0.0816327,2443.04
0.102041,2465.65
0.122449,2492.97
0.142857,2526.46
0.163265,2566.07
0.183673,2612.03
0.204082,2664.64
0.22449,2723.57
0.244898,2792.17
0.265306,2869.07
0.285714,2955.47
0.306122,3055.12
0.326531,3170.15
0.346939,3306.88
0.367347,3463.51
0.387755,3659.35
0.408163,3907.75
0.428571,4253.37
0.44898,4762.45
0.469388,5446.47
0.489796,7119.39
0.510204,4979.94
0.530612,1413.34
0.55102,937.954
0.571429,673.408
0.591837,446.546
0.612245,375.805
0.632653,302.904
0.653061,247.977
0.673469,208.145
0.693878,174.951
0.714286,148.568
0.734694,126.15
0.755102,108.726
0.77551,94.2459
0.795918,82.3215
0.816327,71.9341
0.836735,62.9156
0.857143,55.0825
0.877551,48.9476
0.897959,43.6108
0.918367,38.5672
0.938776,34.4316
0.959184,30.6307
0.979592,27.7434
1,24.8056
