# 20250803_185401
# primespec:	data/examplescenario/primaryspec/spec_20250803_184740_105/spectr.txt
# qmax:	4
# ma:	0.885714
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.420146
# [=>] Eabc:	0.442857
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1083.31
0.0204082,1084.52
0.0408163,1090.48
0.0612245,1100.59
0.0816327,1114.97
0.102041,1132.86
0.122449,1154.32
0.142857,1179.44
0.163265,1206.77
0.183673,1235.14
0.204082,1268.82
0.22449,1300.18
0.244898,1332.82
0.265306,1369.91
0.285714,1406.86
0.306122,1444.03
0.326531,1483.67
0.346939,1536.46
0.367347,1598.79
0.387755,1623.21
0.408163,1488.42
0.428571,1206.93
0.44898,877.601
0.469388,617.871
0.489796,461.002
0.510204,363.328
0.530612,297.155
0.55102,245.22
0.571429,203.493
0.591837,171.218
0.612245,144.629
0.632653,123.278
0.653061,105.533
0.673469,91.4263
0.693878,78.9752
0.714286,68.7218
0.734694,60.0972
0.755102,52.4628
0.77551,46.1189
0.795918,40.4757
0.816327,35.8076
0.836735,31.3911
0.857143,28.0336
0.877551,24.9394
0.897959,22.4321
0.918367,19.9277
0.938776,17.94
0.959184,16.0589
0.979592,14.4554
1,13.0135
