# 20260615_140608
# primespec:	data/AuAu200_cc_(0,5)plus5/primaryspec/spec_20260608_160636_190/spectr.txt
# qmax:	4
# ma:	1.37143
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.671271
# [=>] Eabc:	0.685715
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,298.127
0.0204082,298.424
0.0408163,299.343
0.0612245,301.011
0.0816327,303.663
0.102041,306.543
0.122449,309.778
0.142857,313.465
0.163265,317.477
0.183673,321.74
0.204082,326.361
0.22449,331.488
0.244898,336.512
0.265306,342.329
0.285714,347.638
0.306122,353.799
0.326531,359.725
0.346939,365.162
0.367347,371.317
0.387755,377.188
0.408163,382.808
0.428571,388.498
0.44898,394.519
0.469388,399.529
0.489796,403.527
0.510204,404.366
0.530612,402.103
0.55102,395.38
0.571429,384.532
0.591837,369.317
0.612245,352.209
0.632653,331.747
0.653061,308.606
0.673469,286.747
0.693878,263.461
0.714286,239.182
0.734694,214.675
0.755102,192.366
0.77551,171.417
0.795918,152.514
0.816327,134.084
0.836735,118.224
0.857143,103.592
0.877551,91.2046
0.897959,80.6972
0.918367,71.3524
0.938776,63.2077
0.959184,56.5806
0.979592,50.4231
1,45.4874
