# 20251205_144758
qT,primespec
0,1334.67
0.004004,1333.89
0.00800801,1333.03
0.012012,1331.56
0.016016,1328.88
0.02002,1325.47
0.024024,1321.26
0.028028,1316
0.032032,1309.98
0.036036,1302.8
0.04004,1294.7
0.044044,1285.59
0.048048,1275.4
0.0520521,1264.48
0.0560561,1252.57
0.0600601,1240.13
0.0640641,1227.22
0.0680681,1213.98
0.0720721,1201.06
0.0760761,1188.19
0.0800801,1176.32
0.0840841,1165.38
0.0880881,1155.66
0.0920921,1148.42
0.0960961,1142.07
0.1001,1139.07
0.104104,1139.51
0.108108,1140.74
0.112112,1143.14
0.116116,1149.93
0.12012,1158.76
0.124124,1168.8
0.128128,1180.7
0.132132,1192.78
0.136136,1205.56
0.14014,1217.53
0.144144,1228.57
0.148148,1238.25
0.152152,1243.95
0.156156,1248.04
0.16016,1249.9
0.164164,1247.59
0.168168,1241.66
0.172172,1234.02
0.176176,1221.92
0.18018,1207.44
0.184184,1191.39
0.188188,1173.31
0.192192,1155.14
0.196196,1136.38
0.2002,1118.39
0.204204,1101.7
0.208208,1086.19
0.212212,1073.08
0.216216,1061.66
0.22022,1052.13
0.224224,1044.65
0.228228,1038.35
0.232232,1032.47
0.236236,1027.29
0.24024,1021.6
0.244244,1014.48
0.248248,1005.94
0.252252,995.41
0.256256,981.812
0.26026,965.817
0.264264,947.157
0.268268,925.545
0.272272,902.507
0.276276,877.303
0.28028,851.484
0.284284,825.705
0.288288,800.056
0.292292,776.342
0.296296,753.955
0.3003,733.97
0.304304,716.817
0.308308,701.74
0.312312,689.195
0.316316,678.774
0.32032,669.402
0.324324,660.814
0.328328,652.756
0.332332,643.694
0.336336,633.645
0.34034,622.284
0.344344,608.858
0.348348,593.381
0.352352,576.558
0.356356,557.761
0.36036,538.228
0.364364,518.48
0.368368,498.609
0.372372,480.296
0.376376,462.984
0.38038,447.777
0.384384,435.132
0.388388,424.276
0.392392,415.867
0.396396,409.339
0.4004,403.741
0.404404,398.837
0.408408,394.406
0.412412,389.107
0.416416,382.778
0.42042,375.333
0.424424,366.168
0.428428,355.176
0.432432,343.278
0.436436,329.93
0.44044,316.288
0.444444,302.946
0.448448,289.896
0.452452,278.665
0.456456,268.589
0.46046,260.477
0.464464,254.693
0.468468,250.159
0.472472,247.166
0.476476,245.316
0.48048,243.602
0.484484,241.504
0.488488,239.131
0.492492,235.865
0.496496,230.814
0.500501,224.532
0.504505,217.13
0.508509,208.351
0.512513,199.482
0.516517,190.176
0.520521,181.504
0.524525,174.011
0.528529,167.39
0.532533,162.968
0.536537,159.597
0.540541,157.703
0.544545,157.53
0.548549,157.477
0.552553,157.364
0.556557,157.068
0.560561,156.537
0.564565,155.036
0.568569,151.755
0.572573,147.811
0.576577,142.514
0.580581,136.57
0.584585,130.583
0.588589,124.447
0.592593,119.409
0.596597,114.873
0.600601,111.752
0.604605,110.566
0.608609,109.826
0.612613,109.714
0.616617,110.771
0.620621,111.87
0.624625,112.062
0.628629,112.148
0.632633,112.064
0.636637,110.177
0.640641,107.15
0.644645,103.703
0.648649,99.3347
0.652653,95.1617
0.656657,90.9334
0.660661,87.4294
0.664665,85.1547
0.668669,83.4011
0.672673,82.9315
0.676677,83.4455
0.680681,84.2769
0.684685,85.324
0.688689,86.6409
0.692693,87.0754
0.696697,86.6858
0.700701,85.9218
0.704705,84.3854
0.708709,81.3996
0.712713,78.1856
0.716717,74.5325
0.720721,71.0214
0.724725,68.1064
0.728729,65.5252
0.732733,64.5819
0.736737,64.4215
0.740741,64.3474
0.744745,64.7992
0.748749,66.1766
0.752753,67.0184
0.756757,67.3594
0.760761,67.5435
0.764765,67.0279
0.768769,65.1096
0.772773,62.8239
0.776777,59.8435
0.780781,56.6203
0.784785,53.6845
0.788789,50.8719
0.792793,49.1895
0.796797,48.1809
0.800801,47.6142
0.804805,47.8366
0.808809,48.7449
0.812813,49.6068
0.816817,50.4339
0.820821,51.0207
0.824825,50.833
0.828829,49.8976
0.832833,48.6318
0.836837,46.5019
0.840841,43.9272
0.844845,41.457
0.848849,38.9364
0.852853,37.2265
0.856857,36.0249
0.860861,35.3035
0.864865,35.4239
0.868869,36.1025
0.872873,36.8722
0.876877,37.8892
0.880881,38.7151
0.884885,38.7186
0.888889,38.4017
0.892893,37.8946
