# 20250803_185306
# primespec:	data/examplescenario/primaryspec/spec_20250803_184725_071/spectr.txt
# qmax:	4
# ma:	0.691429
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.316099
# [=>] Eabc:	0.345714
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1495.86
0.0204082,1499.27
0.0408163,1513.07
0.0612245,1535.63
0.0816327,1566.65
0.102041,1604.41
0.122449,1647.45
0.142857,1698.39
0.163265,1749.63
0.183673,1800.78
0.204082,1861.51
0.22449,1926.66
0.244898,2000.26
0.265306,2100
0.285714,2156.81
0.306122,1953.62
0.326531,1492.58
0.346939,1003.49
0.367347,663.708
0.387755,478.039
0.408163,365.11
0.428571,289.902
0.44898,230.965
0.469388,186.701
0.489796,152.677
0.510204,126.281
0.530612,105.204
0.55102,87.7508
0.571429,74
0.591837,62.2602
0.612245,52.7849
0.632653,44.5511
0.653061,38.2105
0.673469,32.7874
0.693878,28.5405
0.714286,24.8152
0.734694,21.6584
0.755102,18.9318
0.77551,16.5247
0.795918,14.4955
0.816327,12.7788
0.836735,11.3503
0.857143,10.087
0.877551,9.01918
0.897959,7.98501
0.918367,7.12982
0.938776,6.33057
0.959184,5.75972
0.979592,5.16839
1,4.7194
