# 20250617_161207
# primespec:	data/examplescenario/primaryspec/spec_20250617_160418_245/spectr.txt
# qmax:	4
# ma:	1.68571
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.831147
# [=>] Eabc:	0.842855
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,513.27
0.0204082,513.526
0.0408163,514.304
0.0612245,515.626
0.0816327,517.566
0.102041,520.022
0.122449,523.375
0.142857,528.148
0.163265,533.243
0.183673,538.515
0.204082,544.058
0.22449,550.128
0.244898,556.314
0.265306,563.104
0.285714,570.276
0.306122,577.436
0.326531,585.498
0.346939,593.514
0.367347,601.845
0.387755,610.429
0.408163,619.201
0.428571,628.204
0.44898,637.583
0.469388,646.194
0.489796,655.604
0.510204,665.097
0.530612,674.817
0.55102,684.462
0.571429,694.173
0.591837,703.138
0.612245,713.117
0.632653,722.37
0.653061,733.428
0.673469,745.372
0.693878,757.576
0.714286,771.38
0.734694,785.575
0.755102,804.1
0.77551,819.506
0.795918,812.719
0.816327,766.148
0.836735,673.188
0.857143,553.52
0.877551,444.149
0.897959,361.966
0.918367,304.436
0.938776,262.942
0.959184,231.002
0.979592,204.545
1,182.441
