# 20251205_150852
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_145757_020/spectr.txt
# qmax:	4
# ma:	0.4
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.142829
# [=>] Eabc:	0.2
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,7712.56
0.0204082,7756.64
0.0408163,7974.79
0.0612245,8349.15
0.0816327,8956.95
0.102041,9991.91
0.122449,12037.2
0.142857,9723.15
0.163265,3966.88
0.183673,1434.48
0.204082,868.431
0.22449,563.247
0.244898,376.416
0.265306,260.4
0.285714,187.25
0.306122,133.42
0.326531,100.261
0.346939,76.2333
0.367347,58.2758
0.387755,45.5376
0.408163,35.1952
0.428571,28.6914
0.44898,23.1905
0.469388,18.6757
0.489796,15.2361
0.510204,12.5234
0.530612,10.8386
0.55102,9.04717
0.571429,7.51369
0.591837,6.35883
0.612245,5.51612
0.632653,4.86726
0.653061,4.09357
0.673469,3.56374
0.693878,3.18032
0.714286,2.78251
0.734694,2.45207
0.755102,2.12885
0.77551,1.9714
0.795918,1.78839
0.816327,1.53034
0.836735,1.37328
0.857143,1.25489
0.877551,1.15859
0.897959,1.0411
0.918367,0.941146
0.938776,0.884551
0.959184,0.805385
0.979592,0.729637
1,0.655854
