# 20251205_151434
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_150319_208/spectr.txt
# qmax:	4
# ma:	1.47429
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.723728
# [=>] Eabc:	0.737145
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1064.27
0.0204082,1064.88
0.0408163,1066.74
0.0612245,1069.96
0.0816327,1074.72
0.102041,1081.56
0.122449,1089.31
0.142857,1097.86
0.163265,1107.58
0.183673,1118.35
0.204082,1130.17
0.22449,1143.45
0.244898,1158.14
0.265306,1174.09
0.285714,1190.99
0.306122,1209.31
0.326531,1228.88
0.346939,1249.98
0.367347,1272.82
0.387755,1296.69
0.408163,1322.71
0.428571,1350.55
0.44898,1380.12
0.469388,1412.33
0.489796,1448.56
0.510204,1486.64
0.530612,1529.16
0.55102,1576.26
0.571429,1631.44
0.591837,1694.14
0.612245,1765.17
0.632653,1857.26
0.653061,1966.6
0.673469,2159.9
0.693878,2469.47
0.714286,2421.91
0.734694,1724.22
0.755102,1024.69
0.77551,607.019
0.795918,489.264
0.816327,406.61
0.836735,339.139
0.857143,288.528
0.877551,247.927
0.897959,215.202
0.918367,188.346
0.938776,166.136
0.959184,146.41
0.979592,130.545
1,116.216
