# 20260615_161510
# primespec:	data/AuAu200_cc_(0,5)plus15/primaryspec/spec_20260615_160042_231/spectr.txt
# qmax:	4
# ma:	1.60571
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.790554
# [=>] Eabc:	0.802855
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,164.787
0.0204082,164.895
0.0408163,165.224
0.0612245,165.788
0.0816327,166.613
0.102041,167.755
0.122449,169.448
0.142857,171.416
0.163265,173.376
0.183673,175.315
0.204082,177.348
0.22449,179.657
0.244898,182.024
0.265306,184.204
0.285714,186.853
0.306122,189.229
0.326531,191.741
0.346939,194.347
0.367347,196.815
0.387755,199.375
0.408163,201.324
0.428571,203.365
0.44898,205.476
0.469388,207.574
0.489796,209.031
0.510204,210.553
0.530612,212.094
0.55102,213.406
0.571429,214.852
0.591837,215.835
0.612245,216.249
0.632653,217.434
0.653061,218.845
0.673469,221.722
0.693878,224.375
0.714286,226.358
0.734694,224.031
0.755102,215.721
0.77551,201.303
0.795918,181.811
0.816327,158.335
0.836735,135.575
0.857143,115.028
0.877551,98.1553
0.897959,85.1062
0.918367,75.346
0.938776,67.0654
0.959184,61.0843
0.979592,55.9392
1,51.1016
