# 20251205_151307
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_150157_160/spectr.txt
# qmax:	4
# ma:	1.2
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.583438
# [=>] Eabc:	0.6
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1338.5
0.0204082,1339.93
0.0408163,1344.39
0.0612245,1350.76
0.0816327,1359.51
0.102041,1370.56
0.122449,1383.62
0.142857,1398.97
0.163265,1416.84
0.183673,1437.7
0.204082,1460.16
0.22449,1485.48
0.244898,1513.57
0.265306,1543.16
0.285714,1576.32
0.306122,1612.27
0.326531,1651.33
0.346939,1693.1
0.367347,1740.58
0.387755,1792.79
0.408163,1849.72
0.428571,1915.06
0.44898,1990.83
0.469388,2078.87
0.489796,2189
0.510204,2325.62
0.530612,2523.13
0.55102,2919.26
0.571429,2981.82
0.591837,2161.47
0.612245,1195.11
0.632653,686.99
0.653061,538.085
0.673469,466.466
0.693878,352.804
0.714286,294.141
0.734694,250.735
0.755102,212.359
0.77551,181.486
0.795918,158.163
0.816327,136.75
0.836735,120.209
0.857143,105.932
0.877551,93.5387
0.897959,83.0355
0.918367,73.4031
0.938776,65.5097
0.959184,58.9613
0.979592,52.7492
1,47.4188
