# 20260615_163355
# primespec:	data/AuAu200_cc_(0,5)plus15/primaryspec/spec_20260615_155844_125/spectr.txt
# qmax:	4
# ma:	1
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.48
# [=>] Eabc:	0.5
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,292.628
0.0204082,292.806
0.0408163,293.868
0.0612245,296.173
0.0816327,299.371
0.102041,303.506
0.122449,308.641
0.142857,313.808
0.163265,320.193
0.183673,326.08
0.204082,332.694
0.22449,339.424
0.244898,345.424
0.265306,350.908
0.285714,356.096
0.306122,361.091
0.326531,364.785
0.346939,367.136
0.367347,371.968
0.387755,379.059
0.408163,383.831
0.428571,378.682
0.44898,362.252
0.469388,329.015
0.489796,282.428
0.510204,231.967
0.530612,187.19
0.55102,151.511
0.571429,122.992
0.591837,101.402
0.612245,86.5337
0.632653,75.0882
0.653061,65.7389
0.673469,57.9538
0.693878,51.053
0.714286,44.7788
0.734694,39.6829
0.755102,34.9941
0.77551,30.842
0.795918,27.5867
0.816327,24.5459
0.836735,21.859
0.857143,19.7306
0.877551,17.672
0.897959,15.8275
0.918367,14.3373
0.938776,12.8552
0.959184,11.5623
0.979592,10.5185
1,9.45881
