# 20251208_110759
# primespec:	data/XeXe544_cc_(0,5)/primaryspec/spec_20251208_105620_031/spectr.txt
# qmax:	4
# ma:	0.462857
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.18428
# [=>] Eabc:	0.231429
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,8070.55
0.0204082,8106.33
0.0408163,8266.51
0.0612245,8540.66
0.0816327,8965.66
0.102041,9570.72
0.122449,10531.4
0.142857,11756.9
0.163265,16044.4
0.183673,14343.4
0.204082,3939.62
0.22449,1248.64
0.244898,922.778
0.265306,528.264
0.285714,371.447
0.306122,262.9
0.326531,194.36
0.346939,143.5
0.367347,107.543
0.387755,83.6269
0.408163,65.6768
0.428571,52.785
0.44898,40.8928
0.469388,33.7073
0.489796,28.3815
0.510204,22.9453
0.530612,18.9049
0.55102,16.0451
0.571429,13.8493
0.591837,11.5641
0.612245,9.90923
0.632653,8.91828
0.653061,7.47296
0.673469,6.56287
0.693878,5.84274
0.714286,5.23582
0.734694,4.54701
0.755102,3.98628
0.77551,3.73507
0.795918,3.26439
0.816327,2.95487
0.836735,2.74506
0.857143,2.44852
0.877551,2.22287
0.897959,2.06284
0.918367,1.92084
0.938776,1.7141
0.959184,1.58217
0.979592,1.50957
1,1.36139
