# 20251205_145308
# primespec:	data/AuAu200_cc_(0,5)/primaryspec/spec_20251205_144146_288/spectr.txt
# qmax:	4
# ma:	1.93143
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.955513
# [=>] Eabc:	0.965715
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,252.217
0.0204082,252.318
0.0408163,252.619
0.0612245,253.128
0.0816327,253.852
0.102041,254.806
0.122449,256.009
0.142857,257.528
0.163265,259.352
0.183673,261.631
0.204082,264.79
0.22449,267.752
0.244898,270.854
0.265306,273.895
0.285714,277.121
0.306122,280.574
0.326531,283.774
0.346939,287.118
0.367347,290.871
0.387755,294.523
0.408163,298.493
0.428571,302.236
0.44898,306.371
0.469388,310.333
0.489796,314.604
0.510204,318.965
0.530612,323.587
0.55102,327.426
0.571429,331.57
0.591837,336.56
0.612245,340.824
0.632653,345.112
0.653061,349.355
0.673469,353.836
0.693878,357.09
0.714286,358.958
0.734694,358.43
0.755102,353.96
0.77551,347.683
0.795918,336.326
0.816327,324.926
0.836735,310.864
0.857143,297.776
0.877551,282.943
0.897959,269.287
0.918367,257.043
0.938776,245.549
0.959184,235.259
0.979592,224.271
1,213.72
