# 20251205_144933
# primespec:	data/AuAu200_cc_(0,5)/primaryspec/spec_20251205_143911_173/spectr.txt
# qmax:	4
# ma:	1.27429
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.621574
# [=>] Eabc:	0.637145
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,397.311
0.0204082,397.8
0.0408163,399.379
0.0612245,402.306
0.0816327,405.435
0.102041,409.504
0.122449,414.249
0.142857,419.658
0.163265,425.36
0.183673,431.752
0.204082,439.132
0.22449,446.865
0.244898,454.828
0.265306,463.597
0.285714,472.721
0.306122,481.488
0.326531,491.604
0.346939,501.2
0.367347,510.281
0.387755,520.583
0.408163,531.163
0.428571,540.816
0.44898,546.209
0.469388,545.163
0.489796,537.572
0.510204,520.765
0.530612,499.158
0.55102,469.205
0.571429,438.382
0.591837,407.539
0.612245,378.931
0.632653,353.49
0.653061,326.368
0.673469,299.928
0.693878,273.067
0.714286,245.536
0.734694,218.251
0.755102,191.8
0.77551,168.745
0.795918,146.252
0.816327,127.366
0.836735,110.441
0.857143,95.9587
0.877551,83.4983
0.897959,72.9821
0.918367,64.2526
0.938776,56.7785
0.959184,50.2336
0.979592,45.1471
1,40.5468
