# 20260616_110308
# initdata:	data/PbPb276_cc_(0,5)plus5/initdata.csv
# freezeout file: 	data/PbPb276_cc_(0,5)plus5/freezeout.csv
# particle mass:	1
# NpT:	400
# pTmax:	4
# epsabs:	0
# epsrel:	1e-05
# integr iter:	10000
pT,spec
0,67358.3
0.0100251,65992.8
0.0200501,62043.8
0.0300752,55930.3
0.0401003,48275.6
0.0501253,39813.2
0.0601504,31283.6
0.0701754,23341.4
0.0802005,16484.8
0.0902256,11014.7
0.100251,7024.86
0.110276,4420.83
0.120301,2963.95
0.130326,2333.56
0.140351,2196.67
0.150376,2270.81
0.160401,2364.93
0.170426,2388.66
0.180451,2330.7
0.190476,2219.22
0.200501,2083.9
0.210526,1936.13
0.220551,1772.1
0.230576,1589.49
0.240602,1400.94
0.250627,1232.39
0.260652,1107.25
0.270677,1029.36
0.280702,979.402
0.290727,928.841
0.300752,860.909
0.310777,781.897
0.320802,713.402
0.330827,672.187
0.340852,654.784
0.350877,640.385
0.360902,609.108
0.370927,559.218
0.380952,507.584
0.390977,473.127
0.401003,458.947
0.411028,450.052
0.421053,428.656
0.431078,391.841
0.441103,354.086
0.451128,332.243
0.461153,328.334
0.471178,327.731
0.481203,314.486
0.491228,287.689
0.501253,261.718
0.511278,250.327
0.521303,251.787
0.531328,251.083
0.541353,236.484
0.551378,212.117
0.561404,192.792
0.571429,187.23
0.581454,188.745
0.591479,183.672
0.601504,167.382
0.611529,149.261
0.621554,141.207
0.631579,143.605
0.641604,145.395
0.651629,137.704
0.661654,124.28
0.671679,116.216
0.681704,117.855
0.691729,121.449
0.701754,117.004
0.711779,104.689
0.721805,94.2452
0.73183,92.4299
0.741855,94.6762
0.75188,91.4657
0.761905,80.8887
0.77193,71.0416
0.781955,69.3564
0.79198,73.0217
0.802005,73.0113
0.81203,66.1467
0.822055,59.0973
0.83208,59.1449
0.842105,64.2549
0.85213,65.7579
0.862155,59.8647
0.87218,52.4259
0.882206,50.7091
0.892231,53.5993
0.902256,53.5052
0.912281,47.0305
0.922306,39.5919
0.932331,37.8452
0.942356,40.6964
0.952381,41.3021
0.962406,36.8721
0.972431,32.3518
0.982456,33.0562
0.992481,36.9998
1.00251,37.7786
1.01253,33.6219
1.02256,29.6003
1.03258,30.0833
1.04261,32.5288
1.05263,31.4269
1.06266,26.3788
1.07268,22.5411
1.08271,23.0815
1.09273,24.8636
1.10276,23.486
1.11278,19.8893
1.12281,18.7515
1.13283,21.2732
1.14286,23.2769
1.15288,21.378
1.16291,17.9028
1.17293,17.261
1.18296,19.3569
1.19298,19.9092
1.20301,17.0089
1.21303,13.9479
1.22306,14.2003
1.23308,16.2968
1.24311,16.2513
1.25313,13.6165
1.26316,11.9377
1.27318,13.162
1.28321,14.7146
1.29323,13.5749
1.30326,10.8739
1.31328,9.98301
1.32331,11.2875
1.33333,11.8038
1.34336,10.0328
1.35338,8.31795
1.36341,9.09502
1.37343,11.0456
1.38346,11.1736
1.39348,9.42444
1.40351,8.57739
1.41353,9.71646
1.42356,10.5004
1.43358,8.91899
1.44361,6.47763
1.45363,5.85698
1.46366,6.83703
1.47368,6.92715
1.48371,5.5256
1.49373,4.88096
1.50376,6.37927
1.51378,8.17421
1.52381,7.95971
1.53383,6.45231
1.54386,6.09613
1.55388,7.15965
1.56391,7.43137
1.57393,5.84484
1.58396,4.16365
1.59398,4.15896
1.60401,4.94345
1.61404,4.65537
1.62406,3.5621
1.63409,3.51848
1.64411,4.8062
1.65414,5.59538
1.66416,4.85843
1.67419,3.93114
1.68421,4.23711
1.69424,4.98649
1.70426,4.58727
1.71429,3.347
1.72431,2.99444
1.73434,3.86159
1.74436,4.38474
1.75439,3.68932
1.76441,2.95917
1.77444,3.38267
1.78446,4.13851
1.79449,3.74839
1.80451,2.5231
1.81454,2.06436
1.82456,2.69657
1.83459,3.07088
1.84461,2.50979
1.85464,2.13505
1.86466,2.92631
1.87469,3.98618
1.88471,3.91244
1.89474,3.00724
1.90476,2.70204
1.91479,3.2039
1.92481,3.24357
1.93484,2.25335
1.94486,1.32732
1.95489,1.44803
1.96491,1.99084
1.97494,1.91846
1.98496,1.5369
1.99499,1.85719
2.00501,2.73318
2.01504,2.98449
2.02506,2.3082
2.03509,1.76194
2.04511,2.02506
2.05514,2.35408
2.06516,1.92412
2.07519,1.24322
2.08521,1.28396
2.09524,1.85308
2.10526,1.94206
2.11529,1.41005
2.12531,1.14957
2.13534,1.52148
2.14536,1.75308
2.15539,1.28799
2.16541,0.754188
2.17544,0.916577
2.18546,1.41999
2.19549,1.43952
2.20551,1.08757
2.21554,1.17761
2.22556,1.77832
2.23559,2.03443
2.24561,1.5521
2.25564,1.01219
2.26566,1.02378
2.27569,1.18579
2.28571,0.884798
2.29574,0.388125
2.30576,0.375045
2.31579,0.777572
2.32581,0.936526
2.33584,0.752809
2.34586,0.813174
2.35589,1.28998
2.36591,1.55002
2.37594,1.17644
2.38596,0.668553
2.39599,0.635442
2.40602,0.857
2.41604,0.765876
2.42607,0.45854
2.43609,0.494544
2.44612,0.878418
2.45614,1.00849
2.46617,0.672336
2.47619,0.374
2.48622,0.465085
2.49624,0.60345
2.50627,0.437971
2.51629,0.270066
2.52632,0.519136
2.53634,0.940475
2.54637,0.988112
2.55639,0.718764
2.56642,0.679719
2.57644,0.967036
2.58647,1.06136
2.59649,0.707104
2.60652,0.33138
2.61654,0.323241
2.62657,0.439096
2.63659,0.319496
2.64662,0.156429
2.65664,0.335453
2.66667,0.707799
2.67669,0.793846
2.68672,0.576356
2.69674,0.505046
2.70677,0.708044
2.71679,0.780463
2.72682,0.508277
2.73684,0.263487
2.74687,0.386119
2.75689,0.621547
2.76692,0.569239
2.77694,0.350459
2.78697,0.356045
