# 20251208_100814
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251208_095254_139/spectr.txt
# qmax:	4
# ma:	0.760639
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.353614
# [=>] Eabc:	0.38032
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,2333.2
0.0204082,2339.08
0.0408163,2353.89
0.0612245,2379.21
0.0816327,2416.29
0.102041,2462.78
0.122449,2519.6
0.142857,2589.51
0.163265,2668.19
0.183673,2762.19
0.204082,2869.1
0.22449,2996.16
0.244898,3146.72
0.265306,3332.72
0.285714,3576.6
0.306122,3936.51
0.326531,4653.63
0.346939,4438.38
0.367347,2761.57
0.387755,1245.82
0.408163,735.351
0.428571,557.789
0.44898,419.438
0.469388,326.519
0.489796,260.178
0.510204,209.389
0.530612,171.004
0.55102,140.06
0.571429,116.12
0.591837,96.883
0.612245,82.5847
0.632653,69.366
0.653061,59.6903
0.673469,50.8497
0.693878,43.8013
0.714286,37.7828
0.734694,33.0843
0.755102,28.8632
0.77551,25.3679
0.795918,22.2626
0.816327,19.4158
0.836735,17.2857
0.857143,15.3729
0.877551,13.8235
0.897959,12.2005
0.918367,10.8892
0.938776,9.74152
0.959184,8.81948
0.979592,7.97468
1,7.23587
