# 20260615_153644
qT,primespec
0,1171.78
0.004004,1172.96
0.00800801,1174.23
0.012012,1176.33
0.016016,1179.99
0.02002,1184.36
0.024024,1189.27
0.028028,1194.83
0.032032,1200.46
0.036036,1206.35
0.04004,1211.91
0.044044,1217.16
0.048048,1221.84
0.0520521,1225.04
0.0560561,1227.65
0.0600601,1228.84
0.0640641,1227.99
0.0680681,1225.84
0.0720721,1222.65
0.0760761,1216.51
0.0800801,1208.63
0.0840841,1199.04
0.0880881,1187.2
0.0920921,1174.04
0.0960961,1158.91
0.1001,1142.5
0.104104,1124.95
0.108108,1106.24
0.112112,1087.09
0.116116,1067.27
0.12012,1047.38
0.124124,1027.61
0.128128,1008.02
0.132132,989.119
0.136136,970.761
0.14014,953.232
0.144144,936.646
0.148148,920.882
0.152152,906.042
0.156156,892.067
0.16016,878.744
0.164164,866.056
0.168168,853.86
0.172172,841.773
0.176176,829.918
0.18018,817.899
0.184184,805.535
0.188188,792.839
0.192192,779.502
0.196196,765.504
0.2002,750.837
0.204204,735.388
0.208208,719.206
0.212212,702.488
0.216216,685.102
0.22022,667.415
0.224224,649.526
0.228228,631.514
0.232232,613.888
0.236236,596.483
0.24024,579.795
0.244244,563.966
0.248248,548.975
0.252252,535.343
0.256256,522.751
0.26026,511.52
0.264264,501.695
0.268268,492.99
0.272272,485.631
0.276276,479.312
0.28028,473.847
0.284284,469.193
0.288288,465.094
0.292292,461.136
0.296296,457.431
0.3003,453.587
0.304304,449.33
0.308308,444.708
0.312312,439.493
0.316316,433.524
0.32032,426.926
0.324324,419.641
0.328328,411.645
0.332332,403.293
0.336336,394.424
0.34034,385.431
0.344344,376.489
0.348348,367.62
0.352352,359.346
0.356356,351.47
0.36036,344.395
0.364364,338.246
0.368368,332.829
0.372372,328.579
0.376376,325.077
0.38038,322.397
0.384384,320.571
0.388388,319.173
0.392392,318.037
0.396396,317.185
0.4004,316.271
0.404404,314.991
0.408408,313.351
0.412412,311.228
0.416416,308.235
0.42042,304.558
0.424424,300.181
0.428428,294.921
0.432432,289.226
0.436436,282.882
0.44044,276.257
0.444444,269.575
0.448448,262.818
0.452452,256.512
0.456456,250.493
0.46046,245.123
0.464464,240.564
0.468468,236.599
0.472472,233.654
0.476476,231.327
0.48048,229.655
0.484484,228.695
0.488488,228.019
0.492492,227.426
0.496496,226.963
0.500501,226.417
0.504505,225.462
0.508509,223.999
0.512513,222.126
0.516517,219.452
0.520521,216.177
0.524525,212.404
0.528529,207.97
0.532533,203.325
0.536537,198.336
0.540541,193.328
0.544545,188.533
0.548549,183.897
0.552553,179.882
0.556557,176.277
0.560561,173.327
0.564565,171.155
0.568569,169.42
0.572573,168.419
0.576577,167.838
0.580581,167.439
0.584585,167.182
0.588589,167
0.592593,166.676
0.596597,165.92
0.600601,164.804
0.604605,163.248
0.608609,160.994
0.612613,158.39
0.616617,155.22
0.620621,151.709
0.624625,148.071
0.628629,144.244
0.632633,140.659
0.636637,137.205
0.640641,134.166
0.644645,131.713
0.648649,129.629
0.652653,128.376
0.656657,127.545
0.660661,127.091
0.664665,127.156
0.668669,127.42
0.672673,127.64
0.676677,127.824
0.680681,127.941
0.684685,127.72
0.688689,126.901
0.692693,125.819
0.696697,124.107
0.700701,121.924
0.704705,119.503
0.708709,116.693
0.712713,113.904
0.716717,111.06
0.720721,108.423
0.724725,106.194
0.728729,104.221
0.732733,103.018
0.736737,102.237
0.740741,101.799
0.744745,101.912
0.748749,102.401
0.752753,102.965
0.756757,103.775
0.760761,104.41
0.764765,104.452
0.768769,104.444
0.772773,104.396
0.776777,103.503
0.780781,101.989
0.784785,100.268
0.788789,98.0235
0.792793,95.68
0.796797,93.1741
0.800801,90.7321
0.804805,88.5866
0.808809,86.6166
0.812813,85.3072
0.816817,84.3771
0.820821,83.8261
0.824825,83.8906
0.828829,84.2941
0.832833,84.8056
0.836837,85.6078
0.840841,86.4069
0.844845,86.8154
0.848849,87.1058
0.852853,87.1805
0.856857,86.6013
0.860861,85.5435
0.864865,84.2198
0.868869,82.3153
0.872873,80.2639
0.876877,78.0171
0.880881,75.7536
0.884885,73.7196
0.888889,71.808
0.892893,70.4205
0.896897,69.3259
0.900901,68.6369
0.904905,68.6071
0.908909,68.7288
0.912913,68.9152
0.916917,69.428
0.920921,69.953
0.924925,70.0566
0.928929,70.0927
0.932933,70.0902
0.936937,69.4779
0.940941,68.3592
0.944945,67.0739
0.948949,65.3583
0.952953,63.5552
0.956957,61.6401
0.960961,59.7672
0.964965,58.156
0.968969,56.6816
0.972973,55.7158
0.976977,55.0806
0.980981,54.6936
0.984985,54.7212
0.988989,54.9946
0.992993,55.3133
0.996997,55.7415
1.001,56.1047
1.00501,56.1095
