# 20260615_161712
# primespec:	data/AuAu200_cc_(0,5)plus15/primaryspec/spec_20260615_160147_295/spectr.txt
# qmax:	4
# ma:	1.97143
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.975722
# [=>] Eabc:	0.985715
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,132.434
0.0204082,132.486
0.0408163,132.642
0.0612245,132.906
0.0816327,133.282
0.102041,133.777
0.122449,134.402
0.142857,135.174
0.163265,136.119
0.183673,137.289
0.204082,138.835
0.22449,140.665
0.244898,142.227
0.265306,143.994
0.285714,145.672
0.306122,147.273
0.326531,149.031
0.346939,150.708
0.367347,152.532
0.387755,154.102
0.408163,156.086
0.428571,157.603
0.44898,159.211
0.469388,161.053
0.489796,162.526
0.510204,163.981
0.530612,165.594
0.55102,166.866
0.571429,167.997
0.591837,169.184
0.612245,170.316
0.632653,171.616
0.653061,172.576
0.673469,173.423
0.693878,174.212
0.714286,175.15
0.734694,175.797
0.755102,176.451
0.77551,176.242
0.795918,176.191
0.816327,176.393
0.836735,178.145
0.857143,180.301
0.877551,183.343
0.897959,184.057
0.918367,181.346
0.938776,175.743
0.959184,165.518
0.979592,151.86
1,134.793
