# 20260615_161714
# primespec:	data/AuAu200_cc_(0,5)plus15/primaryspec/spec_20260615_160148_296/spectr.txt
# qmax:	4
# ma:	1.97714
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.978606
# [=>] Eabc:	0.98857
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,132.136
0.0204082,132.188
0.0408163,132.344
0.0612245,132.605
0.0816327,132.977
0.102041,133.467
0.122449,134.086
0.142857,134.849
0.163265,135.782
0.183673,136.934
0.204082,138.44
0.22449,140.291
0.244898,141.923
0.265306,143.665
0.285714,145.29
0.306122,146.844
0.326531,148.618
0.346939,150.285
0.367347,152.078
0.387755,153.707
0.408163,155.575
0.428571,157.2
0.44898,158.966
0.469388,160.531
0.489796,162.081
0.510204,163.633
0.530612,165.222
0.55102,166.414
0.571429,167.598
0.591837,168.869
0.612245,170.062
0.632653,171.297
0.653061,172.241
0.673469,173.007
0.693878,173.838
0.714286,174.844
0.734694,175.392
0.755102,175.86
0.77551,175.887
0.795918,175.725
0.816327,175.884
0.836735,177.584
0.857143,179.62
0.877551,182.467
0.897959,183.674
0.918367,181.555
0.938776,176.297
0.959184,167.187
0.979592,153.925
1,137.032
