# 20260616_115521
# primespec:	data/PbPb276_cc_(0,5)plus10/primaryspec/spec_20260616_114216_047/spectr.txt
# qmax:	4
# ma:	0.554286
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.239182
# [=>] Eabc:	0.277143
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,2409.93
0.0204082,2421.82
0.0408163,2454.54
0.0612245,2506.03
0.0816327,2575.62
0.102041,2668.73
0.122449,2781.41
0.142857,2926.83
0.163265,3094.68
0.183673,3307.42
0.204082,3865.78
0.22449,4028.23
0.244898,2906.41
0.265306,1484.29
0.285714,680.349
0.306122,453.152
0.326531,353.739
0.346939,261.987
0.367347,196.043
0.387755,147.736
0.408163,117.206
0.428571,92.8723
0.44898,75.3159
0.469388,60.31
0.489796,49.2925
0.510204,40.1546
0.530612,33.5518
0.55102,27.8391
0.571429,23.9111
0.591837,19.9885
0.612245,17.1519
0.632653,14.3517
0.653061,12.3852
0.673469,10.6527
0.693878,9.45672
0.714286,8.24149
0.734694,7.27487
0.755102,6.26295
0.77551,5.49915
0.795918,4.79759
0.816327,4.33608
0.836735,3.88704
0.857143,3.52617
0.877551,3.09904
0.897959,2.7568
0.918367,2.47327
0.938776,2.25419
0.959184,2.06163
0.979592,1.87343
1,1.69154
