# 20260615_140117
# primespec:	data/AuAu200_cc_(0,5)plus5/primaryspec/spec_20260608_160220_049/spectr.txt
# qmax:	4
# ma:	0.565714
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.245781
# [=>] Eabc:	0.282857
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,979.536
0.0204082,985.093
0.0408163,996.759
0.0612245,1019.09
0.0816327,1045.37
0.102041,1077.28
0.122449,1117.49
0.142857,1153.73
0.163265,1175.51
0.183673,1164.9
0.204082,1120
0.22449,1005.75
0.244898,849.061
0.265306,681.08
0.285714,515.842
0.306122,381.617
0.326531,285.713
0.346939,214.769
0.367347,161.404
0.387755,124.738
0.408163,95.6304
0.428571,75.0123
0.44898,60.0482
0.469388,47.8491
0.489796,39.5195
0.510204,32.5309
0.530612,27.1908
0.55102,23.1143
0.571429,19.3882
0.591837,16.627
0.612245,14.1288
0.632653,11.9847
0.653061,10.3308
0.673469,8.74222
0.693878,7.642
0.714286,6.64461
0.734694,5.84135
0.755102,5.23991
0.77551,4.59581
0.795918,4.12908
0.816327,3.64673
0.836735,3.21199
0.857143,2.89014
0.877551,2.5197
0.897959,2.30358
0.918367,2.07023
0.938776,1.8782
0.959184,1.74015
0.979592,1.55605
1,1.43205
