# 20251205_151442
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_150325_212/spectr.txt
# qmax:	4
# ma:	1.49714
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.735362
# [=>] Eabc:	0.74857
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1049.43
0.0204082,1050.02
0.0408163,1051.79
0.0612245,1054.83
0.0816327,1059.29
0.102041,1065.76
0.122449,1073.28
0.142857,1081.48
0.163265,1090.96
0.183673,1101.46
0.204082,1112.81
0.22449,1125.42
0.244898,1139.38
0.265306,1154.58
0.285714,1170.62
0.306122,1188.16
0.326531,1207.33
0.346939,1227.76
0.367347,1248.55
0.387755,1271.99
0.408163,1296.51
0.428571,1322.65
0.44898,1351.79
0.469388,1381.84
0.489796,1414.99
0.510204,1451.55
0.530612,1491.3
0.55102,1535.62
0.571429,1585.48
0.591837,1641.54
0.612245,1708.26
0.632653,1787.02
0.653061,1886.21
0.673469,2014.86
0.693878,2273.28
0.714286,2505.25
0.734694,2166.02
0.755102,1395.69
0.77551,776.952
0.795918,544.206
0.816327,459.342
0.836735,374.874
0.857143,314.93
0.877551,271.052
0.897959,233.85
0.918367,203.984
0.938776,178.913
0.959184,157.221
0.979592,140.404
1,124.545
