# 20251205_151356
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_150243_187/spectr.txt
# qmax:	4
# ma:	1.35429
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.662514
# [=>] Eabc:	0.677145
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1173.37
0.0204082,1174.19
0.0408163,1176.77
0.0612245,1181.34
0.0816327,1188.18
0.102041,1195.8
0.122449,1205.46
0.142857,1216.3
0.163265,1228.73
0.183673,1242.56
0.204082,1258.64
0.22449,1276.15
0.244898,1295.21
0.265306,1315.76
0.285714,1338.17
0.306122,1361.62
0.326531,1387.76
0.346939,1415.7
0.367347,1446.62
0.387755,1479.11
0.408163,1514.81
0.428571,1553.4
0.44898,1594.76
0.469388,1641.89
0.489796,1694.04
0.510204,1755.12
0.530612,1823.84
0.55102,1905.06
0.571429,2005.58
0.591837,2124.47
0.612245,2331.63
0.632653,2674.19
0.653061,2620.92
0.673469,1849.79
0.693878,1048.28
0.714286,634.907
0.734694,508.367
0.755102,416.353
0.77551,344.655
0.795918,289.155
0.816327,247.064
0.836735,212.134
0.857143,185.033
0.877551,160.738
0.897959,141.471
0.918367,125.286
0.938776,111.541
0.959184,99.1348
0.979592,88.8654
1,79.479
