# 20250803_185430
# primespec:	data/examplescenario/primaryspec/spec_20250803_184747_123/spectr.txt
# qmax:	4
# ma:	0.988571
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.474044
# [=>] Eabc:	0.494285
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,946.702
0.0204082,947.472
0.0408163,951.759
0.0612245,958.661
0.0816327,968.567
0.102041,981.766
0.122449,997.131
0.142857,1015.32
0.163265,1035.53
0.183673,1057.05
0.204082,1080.78
0.22449,1105.88
0.244898,1132.49
0.265306,1158.44
0.285714,1184.94
0.306122,1214.13
0.326531,1243.94
0.346939,1275.39
0.367347,1307.71
0.387755,1341.25
0.408163,1389.08
0.428571,1433.74
0.44898,1410.43
0.469388,1246.6
0.489796,982.316
0.510204,716.104
0.530612,523.397
0.55102,407.481
0.571429,330.24
0.591837,275.659
0.612245,230.464
0.632653,195.216
0.653061,166.408
0.673469,142.627
0.693878,123.1
0.714286,106.863
0.734694,93.2616
0.755102,81.2472
0.77551,71.6914
0.795918,63.0741
0.816327,56.01
0.836735,49.7544
0.857143,44.1467
0.877551,39.2743
0.897959,34.9625
0.918367,31.2186
0.938776,27.9892
0.959184,25.1586
0.979592,22.6208
1,20.5814
