# 20251208_102019
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251208_100132_497/spectr.txt
# qmax:	4
# ma:	1.9897
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.98495
# [=>] Eabc:	0.99485
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,772.255
0.0204082,772.478
0.0408163,773.149
0.0612245,774.274
0.0816327,775.867
0.102041,777.945
0.122449,780.688
0.142857,783.833
0.163265,787.591
0.183673,792.079
0.204082,797.558
0.22449,804.339
0.244898,810.862
0.265306,817.729
0.285714,824.889
0.306122,832.504
0.326531,840.535
0.346939,848.962
0.367347,857.709
0.387755,867.243
0.408163,877.26
0.428571,887.823
0.44898,898.628
0.469388,910.336
0.489796,922.08
0.510204,934.503
0.530612,947.778
0.55102,962.16
0.571429,976.604
0.591837,991.765
0.612245,1008.01
0.632653,1025.83
0.653061,1044.63
0.673469,1063.82
0.693878,1084.61
0.714286,1108.44
0.734694,1131.98
0.755102,1158.56
0.77551,1188.24
0.795918,1222.07
0.816327,1257.49
0.836735,1299.15
0.857143,1346.88
0.877551,1404.41
0.897959,1472.87
0.918367,1563.82
0.938776,1736.48
0.959184,1929.48
0.979592,1781.2
1,1242.98
