# 20260616_113924
# primespec:	data/PbPb276_cc_(0,5)plus5/primaryspec/spec_20260616_110859_267/spectr.txt
# qmax:	4
# ma:	1.81143
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.894829
# [=>] Eabc:	0.905715
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,675.201
0.0204082,675.446
0.0408163,676.19
0.0612245,677.44
0.0816327,679.216
0.102041,681.552
0.122449,684.504
0.142857,688.156
0.163265,692.786
0.183673,698.605
0.204082,704.171
0.22449,710.208
0.244898,716.758
0.265306,723.862
0.285714,731.276
0.306122,739.325
0.326531,747.473
0.346939,756.169
0.367347,765.835
0.387755,775.623
0.408163,786.085
0.428571,797.382
0.44898,808.76
0.469388,820.885
0.489796,833.949
0.510204,847.581
0.530612,861.037
0.55102,876.619
0.571429,891.802
0.591837,909.007
0.612245,926.965
0.632653,946.396
0.653061,966.796
0.673469,989.118
0.693878,1013.8
0.714286,1041.64
0.734694,1071.3
0.755102,1105.91
0.77551,1149.43
0.795918,1197.38
0.816327,1243.14
0.836735,1345.1
0.857143,1545.06
0.877551,1616.36
0.897959,1328.35
0.918367,882.741
0.938776,509.543
0.959184,373.1
0.979592,334.181
1,291.383
