# 20251205_145129
# primespec:	data/AuAu200_cc_(0,5)/primaryspec/spec_20251205_144035_235/spectr.txt
# qmax:	4
# ma:	1.62857
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.80216
# [=>] Eabc:	0.814285
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,301.691
0.0204082,301.875
0.0408163,302.429
0.0612245,303.372
0.0816327,304.742
0.102041,306.614
0.122449,309.264
0.142857,312.643
0.163265,315.907
0.183673,319.37
0.204082,323.207
0.22449,327.387
0.244898,331.708
0.265306,336.147
0.285714,340.776
0.306122,345.685
0.326531,350.811
0.346939,356.131
0.367347,361.608
0.387755,367.223
0.408163,373.075
0.428571,378.893
0.44898,384.5
0.469388,390.624
0.489796,396.803
0.510204,402.335
0.530612,408.636
0.55102,415.405
0.571429,420.686
0.591837,423.3
0.612245,422.373
0.632653,417.542
0.653061,407.352
0.673469,394.34
0.693878,377.769
0.714286,358.669
0.734694,338.828
0.755102,319.46
0.77551,302.498
0.795918,286.448
0.816327,271.126
0.836735,255.734
0.857143,240.987
0.877551,225.75
0.897959,209.866
0.918367,193.135
0.938776,176.96
0.959184,160.372
0.979592,144.559
1,129.813
