# 20260616_164818
# primespec:	data/XeXe544_cc_(0,5)plus15/primaryspec/spec_20260616_160033_284/spectr.txt
# qmax:	4
# ma:	1.90857
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.94396
# [=>] Eabc:	0.954285
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,621.546
0.0204082,621.731
0.0408163,622.289
0.0612245,623.225
0.0816327,624.551
0.102041,626.282
0.122449,628.442
0.142857,631.067
0.163265,634.221
0.183673,638.044
0.204082,642.781
0.22449,647.335
0.244898,652.499
0.265306,657.644
0.285714,663.975
0.306122,670.3
0.326531,676.937
0.346939,684.228
0.367347,691.639
0.387755,699.66
0.408163,707.902
0.428571,717.125
0.44898,726.612
0.469388,736.803
0.489796,747.199
0.510204,758.502
0.530612,770.513
0.55102,783.49
0.571429,797.436
0.591837,812.189
0.612245,828.269
0.632653,845.691
0.653061,863.73
0.673469,884.063
0.693878,906.28
0.714286,931.397
0.734694,960.021
0.755102,993.947
0.77551,1027.5
0.795918,1084.5
0.816327,1139.43
0.836735,1194.14
0.857143,1349.17
0.877551,1412.17
0.897959,1397.42
0.918367,1570.85
0.938776,1516.48
0.959184,1036.21
0.979592,612.5
1,527.616
