# 20251205_151421
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_150307_201/spectr.txt
# qmax:	4
# ma:	1.43429
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.703347
# [=>] Eabc:	0.717145
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1103.97
0.0204082,1104.66
0.0408163,1106.75
0.0612245,1110.34
0.0816327,1115.79
0.102041,1123.01
0.122449,1131.18
0.142857,1140.44
0.163265,1151.07
0.183673,1162.99
0.204082,1175.8
0.22449,1190.11
0.244898,1206.41
0.265306,1223.8
0.285714,1242.31
0.306122,1262.51
0.326531,1284.54
0.346939,1307.6
0.367347,1332.16
0.387755,1359.28
0.408163,1388.16
0.428571,1418.97
0.44898,1452.58
0.469388,1489.82
0.489796,1529.59
0.510204,1574.06
0.530612,1624.71
0.55102,1680.7
0.571429,1744.19
0.591837,1821.21
0.612245,1917.06
0.632653,2028.78
0.653061,2225.98
0.673469,2547.89
0.693878,2492.86
0.714286,1771.3
0.734694,1024.75
0.755102,622.683
0.77551,501.024
0.795918,413.975
0.816327,343.641
0.836735,290.681
0.857143,249.833
0.877551,215.763
0.897959,188.01
0.918367,164.998
0.938776,145.168
0.959184,129.311
0.979592,114.789
1,102.74
