# 20260616_134618
# primespec:	data/PbPb276_cc_(0,5)plus15/primaryspec/spec_20260616_121109_246/spectr.txt
# qmax:	4
# ma:	1.69143
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.834047
# [=>] Eabc:	0.845715
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,462.782
0.0204082,462.995
0.0408163,463.642
0.0612245,464.736
0.0816327,466.306
0.102041,468.406
0.122449,471.142
0.142857,474.965
0.163265,479.022
0.183673,483.22
0.204082,487.874
0.22449,493.058
0.244898,497.984
0.265306,503.716
0.285714,509.553
0.306122,515.676
0.326531,522.112
0.346939,528.659
0.367347,536.139
0.387755,543.273
0.408163,551.268
0.428571,559.2
0.44898,567.964
0.469388,576.133
0.489796,585.315
0.510204,594.901
0.530612,604.851
0.55102,615.175
0.571429,626.321
0.591837,637.929
0.612245,649.726
0.632653,663.702
0.653061,678.517
0.673469,694.313
0.693878,715.359
0.714286,739.817
0.734694,756.449
0.755102,783.566
0.77551,864.371
0.795918,974.54
0.816327,986.018
0.836735,824.124
0.857143,581.228
0.877551,344.134
0.897959,243.178
0.918367,214.738
0.938776,199.173
0.959184,176.195
0.979592,151.121
1,132.328
