# 20250617_160954
# primespec:	data/examplescenario/primaryspec/spec_20250617_160348_168/spectr.txt
# qmax:	4
# ma:	1.24571
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.606917
# [=>] Eabc:	0.622855
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,714.691
0.0204082,715.54
0.0408163,718.404
0.0612245,722.772
0.0816327,727.989
0.102041,734.659
0.122449,742.658
0.142857,751.951
0.163265,762.07
0.183673,773.452
0.204082,785.816
0.22449,799.431
0.244898,813.607
0.265306,828.385
0.285714,844.164
0.306122,860.232
0.326531,876.037
0.346939,893.382
0.367347,910.64
0.387755,926.762
0.408163,943.991
0.428571,960.7
0.44898,978.716
0.469388,998.506
0.489796,1020.06
0.510204,1042.88
0.530612,1072.1
0.55102,1109.68
0.571429,1119.17
0.591837,1046.98
0.612245,896.913
0.632653,701.82
0.653061,531.952
0.673469,410.938
0.693878,334.904
0.714286,283.601
0.734694,242.54
0.755102,211.007
0.77551,183.124
0.795918,160.885
0.816327,142.129
0.836735,125.584
0.857143,111.605
0.877551,99.8339
0.897959,89.1521
0.918367,79.9473
0.938776,71.9266
0.959184,64.3694
0.979592,57.9534
1,52.1204
