# 20251205_144918
# primespec:	data/AuAu200_cc_(0,5)/primaryspec/spec_20251205_143900_165/spectr.txt
# qmax:	4
# ma:	1.22857
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.598119
# [=>] Eabc:	0.614285
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,418.531
0.0204082,419.131
0.0408163,421.329
0.0612245,423.898
0.0816327,427.518
0.102041,432.016
0.122449,437.11
0.142857,442.835
0.163265,449.521
0.183673,457.008
0.204082,464.618
0.22449,473.473
0.244898,482.581
0.265306,492.38
0.285714,502.342
0.306122,512.757
0.326531,523
0.346939,534.094
0.367347,545.775
0.387755,557.464
0.408163,568.073
0.428571,575.811
0.44898,575.505
0.469388,565.965
0.489796,548.427
0.510204,521.007
0.530612,491.564
0.55102,457.51
0.571429,425.812
0.591837,395.448
0.612245,366.064
0.632653,336.155
0.653061,307.168
0.673469,278.514
0.693878,248.912
0.714286,220.829
0.734694,192.752
0.755102,168.388
0.77551,145.214
0.795918,124.893
0.816327,107.921
0.836735,93.3462
0.857143,80.674
0.877551,70.6407
0.897959,61.7231
0.918367,54.392
0.938776,48.2312
0.959184,42.9442
0.979592,38.5372
1,34.612
