# 20251205_144613
# primespec:	data/AuAu200_cc_(0,5)/primaryspec/spec_20251205_143642_065/spectr.txt
# qmax:	4
# ma:	0.657143
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.297253
# [=>] Eabc:	0.328572
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,931.233
0.0204082,935.063
0.0408163,944.817
0.0612245,960.546
0.0816327,982.759
0.102041,1009.94
0.122449,1041.93
0.142857,1077.34
0.163265,1118.51
0.183673,1154.56
0.204082,1172.36
0.22449,1153.8
0.244898,1093.05
0.265306,1006.91
0.285714,890.591
0.306122,758.153
0.326531,618.896
0.346939,497.826
0.367347,396.884
0.387755,310.244
0.408163,241.72
0.428571,187.865
0.44898,144.661
0.469388,113.774
0.489796,90.6878
0.510204,72.673
0.530612,59.7068
0.55102,48.9208
0.571429,41.2211
0.591837,34.6026
0.612245,29.2861
0.632653,25.1102
0.653061,21.2991
0.673469,18.5078
0.693878,15.8909
0.714286,13.8564
0.734694,12.1219
0.755102,10.5997
0.77551,9.46611
0.795918,8.22838
0.816327,7.3239
0.836735,6.45182
0.857143,5.70257
0.877551,5.13139
0.897959,4.55241
0.918367,4.16352
0.938776,3.73476
0.959184,3.38285
0.979592,3.06354
1,2.72302
