# 20260615_163443
# primespec:	data/AuAu200_cc_(0,5)plus15/primaryspec/spec_20260615_155914_151/spectr.txt
# qmax:	4
# ma:	1.14857
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.556959
# [=>] Eabc:	0.574285
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,245.29
0.0204082,245.949
0.0408163,247.399
0.0612245,249.138
0.0816327,251.455
0.102041,254.369
0.122449,257.794
0.142857,261.628
0.163265,265.714
0.183673,270.537
0.204082,275.187
0.22449,280.187
0.244898,284.845
0.265306,290.086
0.285714,294.853
0.306122,298.888
0.326531,302.607
0.346939,306.382
0.367347,309.898
0.387755,311.985
0.408163,313.751
0.428571,316.548
0.44898,320.632
0.469388,326.594
0.489796,328.18
0.510204,321.302
0.530612,305.362
0.55102,276.099
0.571429,237.114
0.591837,196.782
0.612245,162.468
0.632653,133.65
0.653061,110.459
0.673469,93.3995
0.693878,81.2884
0.714286,71.4073
0.734694,63.442
0.755102,56.9011
0.77551,50.6939
0.795918,45.199
0.816327,40.5617
0.836735,36.1745
0.857143,32.3958
0.877551,29.2725
0.897959,26.3198
0.918367,23.7845
0.938776,21.6671
0.959184,19.5913
0.979592,17.819
1,16.2656
