# 20260615_161004
# primespec:	data/AuAu200_cc_(0,5)plus15/primaryspec/spec_20260615_155732_067/spectr.txt
# qmax:	4
# ma:	0.668571
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.303557
# [=>] Eabc:	0.334286
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,503.708
0.0204082,505.095
0.0408163,509.894
0.0612245,518.761
0.0816327,528.742
0.102041,540.42
0.122449,554.941
0.142857,568.473
0.163265,580
0.183673,589.198
0.204082,599.256
0.22449,615.972
0.244898,627.013
0.265306,608.6
0.285714,544.168
0.306122,461.804
0.326531,369.233
0.346939,278.472
0.367347,202.925
0.387755,152.243
0.408163,118.367
0.428571,94.2312
0.44898,77.9523
0.469388,65.4878
0.489796,54.3741
0.510204,46.0497
0.530612,38.7296
0.55102,32.2915
0.571429,27.5538
0.591837,23.4585
0.612245,19.6801
0.632653,17.1454
0.653061,14.7206
0.673469,12.6796
0.693878,11.173
0.714286,9.72057
0.734694,8.49835
0.755102,7.60122
0.77551,6.66098
0.795918,5.89409
0.816327,5.30032
0.836735,4.65796
0.857143,4.20629
0.877551,3.77815
0.897959,3.34547
0.918367,3.03331
0.938776,2.71984
0.959184,2.41412
0.979592,2.21732
1,2.00166
