# 20260616_134436
# primespec:	data/PbPb276_cc_(0,5)plus15/primaryspec/spec_20260616_120938_186/spectr.txt
# qmax:	4
# ma:	1.34857
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.659591
# [=>] Eabc:	0.674285
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,594.209
0.0204082,594.709
0.0408163,596.254
0.0612245,599.102
0.0816327,603.155
0.102041,607.505
0.122449,612.795
0.142857,618.88
0.163265,625.607
0.183673,633.359
0.204082,641.453
0.22449,650.539
0.244898,660.312
0.265306,670.296
0.285714,681.61
0.306122,693.243
0.326531,705.544
0.346939,718.958
0.367347,732.608
0.387755,746.848
0.408163,762.27
0.428571,778.041
0.44898,794.597
0.469388,812.724
0.489796,832.429
0.510204,855.02
0.530612,882.802
0.55102,913.856
0.571429,936.921
0.591837,994.883
0.612245,1129.01
0.632653,1226.24
0.653061,1114.96
0.673469,809.611
0.693878,516.193
0.714286,334.396
0.734694,245.623
0.755102,223.774
0.77551,197.297
0.795918,168.292
0.816327,143.317
0.836735,125.743
0.857143,112.008
0.877551,99.5083
0.897959,88.8123
0.918367,79.1033
0.938776,71.1128
0.959184,63.5563
0.979592,57.6
1,51.9034
