# 20260616_115400
# primespec:	data/PbPb276_cc_(0,5)plus10/primaryspec/spec_20260616_114100_000/spectr.txt
# qmax:	4
# ma:	0.285714
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.0284275
# [=>] Eabc:	0.142857
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,70240.9
0.0204082,53335.9
0.0408163,23939.4
0.0612245,6211.92
0.0816327,2320.34
0.102041,1383.11
0.122449,792.652
0.142857,429.698
0.163265,254.921
0.183673,173.145
0.204082,118.379
0.22449,73.1444
0.244898,50.7762
0.265306,38.4492
0.285714,28.5432
0.306122,20.5576
0.326531,15.0527
0.346939,12.6536
0.367347,10.0585
0.387755,7.59006
0.408163,6.42337
0.428571,5.49563
0.44898,4.40311
0.469388,3.6211
0.489796,3.26832
0.510204,3.1112
0.530612,2.3394
0.55102,2.06116
0.571429,1.86601
0.591837,1.76816
0.612245,1.49567
0.632653,1.40406
0.653061,1.38844
0.673469,1.15077
0.693878,1.0057
0.714286,0.960483
0.734694,0.962684
0.755102,0.802629
0.77551,0.728815
0.795918,0.71055
0.816327,0.66847
0.836735,0.600628
0.857143,0.606976
0.877551,0.578494
0.897959,0.522987
0.918367,0.47216
0.938776,0.457918
0.959184,0.415844
0.979592,0.392485
1,0.3945
