alpha,tau,r,Dtau,Dr
0.,12.66220270235804,0.11077262282170842,-0.15550048817590323,11.764915683497511
0.018831530110452105,12.657045797925496,0.3323111960873209,-0.4053594945415018,11.760057748480804
0.03768083623957776,12.646790093048391,0.5538297562405278,-0.6799432692439602,11.743280968441336
0.05655734214411164,12.631555593025528,0.7753149746160524,-0.9313695751496454,11.722679577120257
0.07546931772177622,12.611520865166336,0.9967535426851927,-1.188826119313088,11.693701815061955
0.09442332838700711,12.586931368190212,1.2181321801546996,-1.3928809995420153,11.666984162028406
0.11342377778745424,12.558089314178055,1.4394376431101061,-1.6628681625697794,11.623631253965677
0.13247255093136126,12.52534305913067,1.660656732216491,-1.727813900877681,11.6103149276734
0.15156900133664872,12.48905775443134,1.8817763009898762,-2.0859128221449814,11.54545616460598
0.15931400542863522,12.473062847966437,1.9712142658194347,-2.0257561085866485,11.553214854266452
0.1707103487914975,12.44957757310293,2.1027832641527273,-2.172675137582069,11.523471380946658
0.1777719286604234,12.433949120617346,2.1841032938714418,-2.209870813153138,11.515975247656698
0.18989252180030688,12.407183512535152,2.3236646060873465,-2.3072085048268103,11.494322493999569
0.19399649151454612,12.397526707126358,2.3708008161292176,-2.3877928237494093,11.47885209173584
0.20911163916925407,12.362038597313392,2.544407389401313,-2.321613153974253,11.488616882012867
0.2283661893254781,12.314124482868985,2.7649987636195617,-2.537250694926033,11.451015854236292
0.2476577468931797,12.263276821144848,2.985425974018184,-2.8019251290409786,11.386524719358238
0.2533751809754806,12.247277086475494,3.0505415497045023,-2.7803865080208823,11.39503118939375
0.266993665086242,12.209116989176438,3.2056763706155675,-2.925440137101422,11.360812372218232
0.27256886914390294,12.192482586992512,3.268933440086093,-3.0233735475893795,11.336370373466554
0.28638721588533667,12.151115963868165,3.4257374173371216,-2.9674565873725385,11.359233402965302
0.3058584305584398,12.088606443486261,3.6455967013705193,-3.4501188053216403,11.22073257087685
0.3088281458974811,12.078377215661428,3.6789265728123945,-3.4325792990735593,11.227849707079573
0.325435077721293,12.020785420272212,3.865241942729129,-3.683170419667622,11.150213235836937
0.33059292851691974,12.001566968120592,3.922682068887345,-3.7466936893814715,11.129988428850886
0.33674536270189526,11.978518421043074,3.9911618021869386,-3.7480369639153537,11.130324816242858
0.3451511322318613,11.94680331222864,4.08466100404216,-3.802331755763113,11.115246139183053
0.3650496237898107,11.865682090482995,4.303841900590962,-4.379927031059992,10.900051562114115
0.36518489093871315,11.865089611581203,4.305316310804182,-4.380195963702192,10.899925576616312
0.3726622734854557,11.832178716863824,4.386746961764182,-4.445596674087227,10.871178404499986
0.3787707528312083,11.805050086335175,4.453160797233852,-4.399437179694751,10.888803281943892
0.38518320596730526,11.776330565995897,4.5227728106119045,-4.677176349456666,10.774116650956916
0.38743691554244464,11.765575507199818,4.546966800388041,-4.8579685668850505,10.700018070223399
0.4056167116410022,11.677498651564541,4.741442085887394,-5.17943553363858,10.545122923533011
0.411440750229633,11.647151769793751,4.802771440251874,-5.207689543080008,10.528892597401457
0.4162415119868831,11.621924807663353,4.853199885530066,-5.321082302187818,10.471157025190635
0.42201139934807846,11.591345047543728,4.913654310019167,-5.230703541641258,10.505668507171308
0.42643034246104267,11.567729849946058,4.959838262647786,-5.55039000335301,10.35460296499237
0.4287718096756505,11.554487733860725,4.983966880609861,-5.732386431801391,10.267875399925067
0.4336703458886611,11.526613559704934,5.034333678982386,-5.569717154985533,10.33191839453001
0.4477223818732363,11.44534484294476,5.177950072808224,-6.132624710497256,10.039550267893045
0.4531834605975442,11.411668772567229,5.232647629624529,-6.190415386538179,9.997261544889279
0.45753454171565383,11.38460450110332,5.276057462427765,-6.254146012725229,9.954047952103387
0.4618023612275879,11.357855033177515,5.31848731392454,-6.2615111221596145,9.93968494911422
0.4696150030633426,11.308357412749416,5.395766455565949,-6.568102810490916,9.761770866267135
0.47421246833377007,11.277606629400097,5.440333326609232,-6.7238878148034615,9.669532855442505
0.48402695472464086,11.211104470431165,5.5347822695250155,-6.954730420489289,9.51066081456826
0.4878186213931984,11.185098024196526,5.571014148334921,-6.7654401026340745,9.599108398138448
0.4922608965388479,11.15440358174526,5.613276569385111,-7.159549365478446,9.37128969276654
0.4936869415929864,11.144102071122159,5.626587142971827,-7.271552121973717,9.305332234848864
0.4974725984910466,11.116627713813198,5.661809624908657,-7.2034161050240675,9.324033214942403
0.5068270200659526,11.047941820540792,5.748133466213353,-7.2955799399597385,9.23588941045897
0.5158562062962763,10.980558204971846,5.830469804397872,-7.790012683650232,8.912326306712671
0.5160369980395574,10.979149383194928,5.832080735984769,-7.7948978707298835,8.908589706914896
0.5196178591976575,10.951150761757548,5.863896807059909,-7.8379936700712385,8.864226081904373
0.5229976999111893,10.924564527117196,5.893770392692936,-7.89530189492174,8.812566156702944
0.5263579854231494,10.897978292476846,5.923318893489707,-7.916458571223688,8.781324959373931
0.5406586927005763,10.783109719068412,6.047335795252401,-8.383458250503082,8.419875973727741
0.5425327991246517,10.767362713835766,6.063082642835846,-8.417374347307021,8.387083254071793
0.5461540311146699,10.736797051968383,6.093358769607024,-8.465824492304273,8.333169888981342
0.548831784460701,10.714077878195637,6.115618297803926,-8.501481029435965,8.293254842641845
0.5519998779747513,10.687069872477691,6.1418116471525614,-8.556692383062934,8.237205626262002
0.5598497145108283,10.619549858182827,6.206040310896141,-8.523913655945371,8.204174169185734
0.5670209741917828,10.557118865207217,6.263864434440456,-8.987338562140593,7.858071171034904
0.568320710295646,10.545409283400428,6.274053079776921,-9.02471092371412,7.823933453811986
0.5712699683365362,10.518748953535308,6.297064410071482,-9.054978904252067,7.780646169597212
0.5742217643587741,10.491945110891955,6.319947304645611,-9.10715991303923,7.722883220098655
0.5771603969421993,10.465141268248601,6.342579820084992,-9.122348129205724,7.689138638624577
