# 20260615_161258
qT,primespec
0,1915.96
0.004004,1913.07
0.00800801,1909.93
0.012012,1904.71
0.016016,1895.48
0.02002,1884.23
0.024024,1871.19
0.028028,1855.89
0.032032,1839.45
0.036036,1821.3
0.04004,1802.1
0.044044,1782.04
0.048048,1761.04
0.0520521,1739.6
0.0560561,1717.58
0.0600601,1695.12
0.0640641,1672.32
0.0680681,1649.06
0.0720721,1625.29
0.0760761,1601.03
0.0800801,1576.01
0.0840841,1550.12
0.0880881,1523.27
0.0920921,1495.16
0.0960961,1465.75
0.1001,1434.87
0.104104,1402.35
0.108108,1368.16
0.112112,1332.32
0.116116,1294.64
0.12012,1255.44
0.124124,1214.72
0.128128,1172.57
0.132132,1129.52
0.136136,1085.36
0.14014,1040.81
0.144144,996.064
0.148148,951.319
0.152152,907.403
0.156156,864.088
0.16016,822.209
0.164164,781.954
0.168168,743.396
0.172172,707.305
0.176176,673.256
0.18018,641.812
0.184184,613.004
0.188188,586.542
0.192192,562.781
0.196196,541.257
0.2002,521.859
0.204204,504.504
0.208208,488.764
0.212212,474.266
0.216216,461.004
0.22022,448.356
0.224224,436.099
0.228228,424.187
0.232232,412.042
0.236236,399.761
0.24024,387.18
0.244244,374.117
0.248248,360.692
0.252252,347.039
0.256256,333.053
0.26026,319.165
0.264264,305.469
0.268268,292.081
0.272272,279.607
0.276276,267.756
0.28028,257.167
0.284284,247.902
0.288288,239.786
0.292292,233.551
0.296296,228.346
0.3003,224.755
0.304304,222.687
0.308308,221.26
0.312312,221.009
0.316316,221.377
0.32032,221.88
0.324324,222.461
0.328328,223.07
0.332332,223.157
0.336336,222.507
0.34034,221.409
0.344344,219.542
0.348348,216.494
0.352352,212.987
0.356356,208.621
0.36036,203.807
0.364364,198.786
0.368368,193.531
0.372372,188.636
0.376376,183.902
0.38038,179.83
0.384384,176.511
0.388388,173.764
0.392392,172.378
0.396396,171.571
0.4004,171.186
0.404404,171.542
0.408408,172.516
0.412412,173.512
0.416416,174.758
0.42042,175.563
0.424424,175.534
0.428428,175.362
0.432432,174.964
0.436436,173.156
0.44044,170.493
0.444444,167.333
0.448448,163.265
0.452452,158.932
0.456456,154.137
