# 20260616_151055
# primespec:	data/XeXe544_cc_(0,5)plus10/primaryspec/spec_20260616_144322_125/spectr.txt
# qmax:	4
# ma:	1
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.48
# [=>] Eabc:	0.5
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1600.01
0.0204082,1602.92
0.0408163,1608.1
0.0612245,1617.01
0.0816327,1629.53
0.102041,1646.61
0.122449,1667.43
0.142857,1692.33
0.163265,1721.89
0.183673,1755.78
0.204082,1794.73
0.22449,1838.35
0.244898,1888.63
0.265306,1944.59
0.285714,2010.34
0.306122,2083.05
0.326531,2170.99
0.346939,2275.75
0.367347,2406.37
0.387755,2559.42
0.408163,2864.95
0.428571,3006.01
0.44898,3706.21
0.469388,4126.23
0.489796,2544.45
0.510204,940.547
0.530612,625.106
0.55102,535.59
0.571429,313.801
0.591837,240.889
0.612245,209.75
0.632653,170.178
0.653061,139.904
0.673469,118.757
0.693878,101.755
0.714286,86.9268
0.734694,75.2705
0.755102,64.8762
0.77551,56.72
0.795918,49.1734
0.816327,43.4163
0.836735,38.0867
0.857143,33.8283
0.877551,30.0226
0.897959,26.7109
0.918367,23.7216
0.938776,21.2263
0.959184,18.9275
0.979592,17.1927
1,15.4488
