# 20260615_140804
# primespec:	data/AuAu200_cc_(0,5)plus5/primaryspec/spec_20260608_160830_246/spectr.txt
# qmax:	4
# ma:	1.69143
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.834047
# [=>] Eabc:	0.845715
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,235.047
0.0204082,235.18
0.0408163,235.58
0.0612245,236.26
0.0816327,237.243
0.102041,238.571
0.122449,240.329
0.142857,242.899
0.163265,245.69
0.183673,248.334
0.204082,251.224
0.22449,254.288
0.244898,257.324
0.265306,260.686
0.285714,264.211
0.306122,267.535
0.326531,271.577
0.346939,274.832
0.367347,278.854
0.387755,282.517
0.408163,286.363
0.428571,290.375
0.44898,294.334
0.469388,298.003
0.489796,301.616
0.510204,305.4
0.530612,308.821
0.55102,312.061
0.571429,315.527
0.591837,319.034
0.612245,321.743
0.632653,323.617
0.653061,323.676
0.673469,322.06
0.693878,316.43
0.714286,307.569
0.734694,296.731
0.755102,284.75
0.77551,271.404
0.795918,256.491
0.816327,242.775
0.836735,228.32
0.857143,213.621
0.877551,198.239
0.897959,183.308
0.918367,169.297
0.938776,154.603
0.959184,140.661
0.979592,127.288
1,114.9
