# 20260616_151227
# primespec:	data/XeXe544_cc_(0,5)plus10/primaryspec/spec_20260616_144506_178/spectr.txt
# qmax:	4
# ma:	1.30286
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.636208
# [=>] Eabc:	0.65143
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1181.19
0.0204082,1182.05
0.0408163,1184.74
0.0612245,1189.71
0.0816327,1195.55
0.102041,1203.11
0.122449,1212.62
0.142857,1223.13
0.163265,1235.36
0.183673,1249.87
0.204082,1265.8
0.22449,1283.25
0.244898,1303.54
0.265306,1325.59
0.285714,1349.57
0.306122,1375.54
0.326531,1405.11
0.346939,1437.12
0.367347,1473
0.387755,1511.21
0.408163,1564.73
0.428571,1603.16
0.44898,1659.04
0.469388,1721.35
0.489796,1794.91
0.510204,1896.89
0.530612,1993.31
0.55102,2192.78
0.571429,2411.53
0.591837,2511.02
0.612245,3089.37
0.632653,2930.57
0.653061,1594.46
0.673469,731.873
0.693878,622.494
0.714286,445.543
0.734694,267.751
0.755102,234.386
0.77551,204.504
0.795918,166.752
0.816327,142.391
0.836735,125.85
0.857143,109.18
0.877551,95.7946
0.897959,84.363
0.918367,74.7558
0.938776,66.5074
0.959184,59.37
0.979592,52.7358
1,47.221
