# 20251208_101923
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251208_100056_470/spectr.txt
# qmax:	4
# ma:	1.89701
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.938116
# [=>] Eabc:	0.948505
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,813.244
0.0204082,813.501
0.0408163,814.288
0.0612245,815.613
0.0816327,817.493
0.102041,819.954
0.122449,823.038
0.142857,826.797
0.163265,831.374
0.183673,837.001
0.204082,843.958
0.22449,850.769
0.244898,858.036
0.265306,865.65
0.285714,873.721
0.306122,882.426
0.326531,891.533
0.346939,901.501
0.367347,911.43
0.387755,922.613
0.408163,933.893
0.428571,945.97
0.44898,958.678
0.469388,972.292
0.489796,985.724
0.510204,1000.33
0.530612,1016.74
0.55102,1032.65
0.571429,1050
0.591837,1068.43
0.612245,1087.99
0.632653,1109.12
0.653061,1131.41
0.673469,1155.18
0.693878,1182.66
0.714286,1211.03
0.734694,1243.09
0.755102,1279.26
0.77551,1317.64
0.795918,1363.32
0.816327,1415.07
0.836735,1481.17
0.857143,1555.34
0.877551,1666.76
0.897959,1879.12
0.918367,2024.46
0.938776,1728.97
0.959184,1150.18
0.979592,661.654
1,490.66
