# 20251205_151521
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_150401_234/spectr.txt
# qmax:	4
# ma:	1.62286
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.799261
# [=>] Eabc:	0.81143
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,962.258
0.0204082,962.699
0.0408163,964.035
0.0612245,966.3
0.0816327,969.546
0.102041,973.905
0.122449,979.717
0.142857,986.913
0.163265,994.495
0.183673,1003.07
0.204082,1012.35
0.22449,1022.51
0.244898,1033.31
0.265306,1045.03
0.285714,1057.77
0.306122,1071.48
0.326531,1086.1
0.346939,1102.04
0.367347,1118.52
0.387755,1135.84
0.408163,1154.85
0.428571,1175.37
0.44898,1195.94
0.469388,1219.69
0.489796,1242.88
0.510204,1268.76
0.530612,1296.55
0.55102,1326.95
0.571429,1359.19
0.591837,1396.32
0.612245,1436.86
0.632653,1482.88
0.653061,1535.46
0.673469,1594.69
0.693878,1666.86
0.714286,1754.04
0.734694,1865.08
0.755102,2086.07
0.77551,2319.53
0.795918,2080.65
0.816327,1416.75
0.836735,807.221
0.857143,547.75
0.877551,455.264
0.897959,380.465
0.918367,319.895
0.938776,275.003
0.959184,239.396
0.979592,208.748
1,183.631
