# 20251208_111203
# primespec:	data/XeXe544_cc_(0,5)/primaryspec/spec_20251208_110049_163/spectr.txt
# qmax:	4
# ma:	1.21714
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.592248
# [=>] Eabc:	0.60857
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,2018.45
0.0204082,2020.21
0.0408163,2025.91
0.0612245,2033.7
0.0816327,2044.78
0.102041,2059.22
0.122449,2076
0.142857,2096.45
0.163265,2120.19
0.183673,2146.45
0.204082,2178.2
0.22449,2213.15
0.244898,2252.23
0.265306,2296.48
0.285714,2345.32
0.306122,2399.49
0.326531,2459.39
0.346939,2527.31
0.367347,2602.15
0.387755,2690.19
0.408163,2785.6
0.428571,2901.48
0.44898,3034.22
0.469388,3195.79
0.489796,3403.09
0.510204,3659.71
0.530612,4143.1
0.55102,4484.58
0.571429,5911.94
0.591837,5324.89
0.612245,2026.63
0.632653,956.84
0.653061,866.429
0.673469,477.342
0.693878,397.565
0.714286,329.782
0.734694,270.326
0.755102,229.226
0.77551,195.625
0.795918,167.041
0.816327,143.808
0.836735,125.242
0.857143,109.19
0.877551,96.4201
0.897959,84.6313
0.918367,74.7302
0.938776,66.5168
0.959184,59.3162
0.979592,53.3626
1,47.4112
