# 20260616_113753
# primespec:	data/PbPb276_cc_(0,5)plus5/primaryspec/spec_20260616_110635_214/spectr.txt
# qmax:	4
# ma:	1.50857
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.741179
# [=>] Eabc:	0.754285
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,821.922
0.0204082,822.387
0.0408163,823.799
0.0612245,826.208
0.0816327,829.753
0.102041,834.989
0.122449,840.885
0.142857,847.393
0.163265,854.593
0.183673,862.467
0.204082,871.923
0.22449,882.127
0.244898,892.922
0.265306,904.372
0.285714,917.589
0.306122,930.823
0.326531,945.571
0.346939,960.945
0.367347,977.378
0.387755,994.665
0.408163,1012.86
0.428571,1032.61
0.44898,1053.83
0.469388,1075.96
0.489796,1100.74
0.510204,1127.23
0.530612,1154.63
0.55102,1186.63
0.571429,1221.17
0.591837,1259.85
0.612245,1306.2
0.632653,1362.74
0.653061,1420.27
0.673469,1492.65
0.693878,1678.34
0.714286,1896.36
0.734694,1771.88
0.755102,1221.42
0.77551,720.804
0.795918,447.18
0.816327,375.984
0.836735,328.849
0.857143,274.715
0.877551,233.516
0.897959,201.852
0.918367,177.473
0.938776,156.099
0.959184,138.028
0.979592,123.058
1,109.744
