# 20251208_101411
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251208_095715_314/spectr.txt
# qmax:	4
# ma:	1.36144
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.666168
# [=>] Eabc:	0.68072
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1165.07
0.0204082,1165.9
0.0408163,1168.44
0.0612245,1172.88
0.0816327,1179.77
0.102041,1187.54
0.122449,1196.7
0.142857,1207.71
0.163265,1220.02
0.183673,1233.47
0.204082,1248.98
0.22449,1266.37
0.244898,1284.99
0.265306,1304.88
0.285714,1326.74
0.306122,1351.2
0.326531,1376.63
0.346939,1403.28
0.367347,1434.01
0.387755,1465.24
0.408163,1499.63
0.428571,1538.32
0.44898,1579.8
0.469388,1624.92
0.489796,1675.32
0.510204,1734.61
0.530612,1801.11
0.55102,1879.05
0.571429,1973.32
0.591837,2091.86
0.612245,2267.73
0.632653,2603.7
0.653061,2673.47
0.673469,2008.31
0.693878,1174.91
0.714286,672.956
0.734694,524.367
0.755102,431.636
0.77551,355.638
0.795918,299.078
0.816327,253.998
0.836735,218.334
0.857143,189.422
0.877551,164.924
0.897959,145.127
0.918367,128.687
0.938776,114.068
0.959184,101.698
0.979592,91.0023
1,81.3144
