# 20251208_111315
# primespec:	data/XeXe544_cc_(0,5)/primaryspec/spec_20251208_110210_202/spectr.txt
# qmax:	4
# ma:	1.44
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.706258
# [=>] Eabc:	0.72
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1670.27
0.0204082,1671.17
0.0408163,1673.91
0.0612245,1678.6
0.0816327,1685.61
0.102041,1694.64
0.122449,1704.85
0.142857,1717.38
0.163265,1731.52
0.183673,1747.53
0.204082,1765.31
0.22449,1784.76
0.244898,1807.07
0.265306,1832.08
0.285714,1858.65
0.306122,1888.53
0.326531,1920.7
0.346939,1956.32
0.367347,1994.62
0.387755,2036.27
0.408163,2084.09
0.428571,2134.62
0.44898,2191.1
0.469388,2254.62
0.489796,2324.68
0.510204,2404.48
0.530612,2497.58
0.55102,2602.25
0.571429,2727.21
0.591837,2886.07
0.612245,3075.35
0.632653,3407.39
0.653061,3766
0.673469,4285.39
0.693878,5320.7
0.714286,3413.91
0.734694,1207.24
0.755102,916.529
0.77551,614.659
0.795918,418.612
0.816327,372.312
0.836735,304.223
0.857143,258.588
0.877551,222.438
0.897959,192.989
0.918367,168.074
0.938776,147.118
0.959184,129.525
0.979592,114.823
1,101.969
