# 20260615_160958
# primespec:	data/AuAu200_cc_(0,5)plus15/primaryspec/spec_20260615_155728_064/spectr.txt
# qmax:	4
# ma:	0.651429
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.294092
# [=>] Eabc:	0.325715
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,520.006
0.0204082,522.575
0.0408163,527.456
0.0612245,536.04
0.0816327,546.561
0.102041,559.895
0.122449,573.659
0.142857,586.858
0.163265,596.77
0.183673,606.005
0.204082,622.551
0.22449,638.95
0.244898,645.377
0.265306,602.966
0.285714,525.338
0.306122,428.61
0.326531,329.97
0.346939,242.73
0.367347,175.31
0.387755,132.545
0.408163,105.05
0.428571,84.4716
0.44898,70.5513
0.469388,59.2398
0.489796,49.2785
0.510204,41.6251
0.530612,34.9906
0.55102,29.251
0.571429,25.0256
0.591837,21.1422
0.612245,17.8794
0.632653,15.5801
0.653061,13.3346
0.673469,11.5016
0.693878,10.121
0.714286,8.72679
0.734694,7.664
0.755102,6.83104
0.77551,5.94904
0.795918,5.31834
0.816327,4.77693
0.836735,4.21134
0.857143,3.81289
0.877551,3.41935
0.897959,3.04429
0.918367,2.77678
0.938776,2.47346
0.959184,2.19563
0.979592,2.01283
1,1.80189
