# 20251205_151348
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_150236_183/spectr.txt
# qmax:	4
# ma:	1.33143
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.650828
# [=>] Eabc:	0.665715
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1196.63
0.0204082,1197.54
0.0408163,1200.32
0.0612245,1205.51
0.0816327,1212.37
0.102041,1220.59
0.122449,1230.55
0.142857,1242.03
0.163265,1254.97
0.183673,1269.74
0.204082,1286.16
0.22449,1304.38
0.244898,1324.76
0.265306,1346.38
0.285714,1369.79
0.306122,1395.43
0.326531,1422.82
0.346939,1452.71
0.367347,1484.87
0.387755,1519.21
0.408163,1556.98
0.428571,1598.62
0.44898,1644.58
0.469388,1695.7
0.489796,1754.12
0.510204,1818.94
0.530612,1895.21
0.55102,1986.68
0.571429,2103.09
0.591837,2253.07
0.612245,2571.66
0.632653,2792.79
0.653061,2292.43
0.673469,1372.44
0.693878,751.735
0.714286,552.141
0.734694,456.009
0.755102,374.91
0.77551,311.837
0.795918,263.851
0.816327,227.251
0.836735,195.774
0.857143,169.848
0.877551,148.524
0.897959,131.052
0.918367,116.003
0.938776,103.015
0.959184,91.8154
0.979592,82.1453
1,73.5372
