# 20251205_151007
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_145905_061/spectr.txt
# qmax:	4
# ma:	0.634286
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.284569
# [=>] Eabc:	0.317143
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,3062.87
0.0204082,3070.13
0.0408163,3098.82
0.0612245,3148.58
0.0816327,3217.14
0.102041,3307.17
0.122449,3417.88
0.142857,3555.11
0.163265,3718.81
0.183673,3923.9
0.204082,4182.71
0.22449,4514.86
0.244898,5129.81
0.265306,5976.96
0.285714,4821.47
0.306122,2352.37
0.326531,1033.68
0.346939,699.325
0.367347,512.831
0.387755,374.306
0.408163,286.836
0.428571,221.914
0.44898,175.763
0.469388,140.088
0.489796,114.083
0.510204,92.3934
0.530612,76.2298
0.55102,63.2036
0.571429,52.9746
0.591837,44.915
0.612245,37.6496
0.632653,32.152
0.653061,27.2963
0.673469,23.7045
0.693878,20.4743
0.714286,17.9356
0.734694,15.4127
0.755102,13.4841
0.77551,11.831
0.795918,10.4906
0.816327,9.33781
0.836735,8.19024
0.857143,7.27375
0.877551,6.41875
0.897959,5.82256
0.918367,5.22235
0.938776,4.71579
0.959184,4.16285
0.979592,3.78948
1,3.44963
