# 20251205_151005
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251205_145904_060/spectr.txt
# qmax:	4
# ma:	0.628571
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.281381
# [=>] Eabc:	0.314286
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,3101.37
0.0204082,3110.81
0.0408163,3142.25
0.0612245,3192.9
0.0816327,3264.34
0.102041,3357.12
0.122449,3472.73
0.142857,3614.61
0.163265,3785.79
0.183673,3999.81
0.204082,4275.62
0.22449,4623.79
0.244898,5335.33
0.265306,6041.35
0.285714,4460.44
0.306122,2050.41
0.326531,952.997
0.346939,667.725
0.367347,487.735
0.387755,357.208
0.408163,274.787
0.428571,212.247
0.44898,168.591
0.469388,134.379
0.489796,109.521
0.510204,89.0554
0.530612,73.443
0.55102,60.9314
0.571429,50.9987
0.591837,43.2791
0.612245,36.2797
0.632653,31.0051
0.653061,26.2708
0.673469,22.7738
0.693878,19.7019
0.714286,17.2084
0.734694,14.8387
0.755102,12.9565
0.77551,11.4206
0.795918,10.1163
0.816327,9.008
0.836735,7.88818
0.857143,6.99207
0.877551,6.18391
0.897959,5.60436
0.918367,5.03165
0.938776,4.53554
0.959184,4.01136
0.979592,3.65354
1,3.3253
