# 20260616_164244
# primespec:	data/XeXe544_cc_(0,5)plus15/primaryspec/spec_20260616_155439_089/spectr.txt
# qmax:	4
# ma:	0.794286
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.371648
# [=>] Eabc:	0.397143
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1701.09
0.0204082,1703.83
0.0408163,1712.82
0.0612245,1729.4
0.0816327,1750.71
0.102041,1781.13
0.122449,1818.14
0.142857,1861.57
0.163265,1915.07
0.183673,1975.43
0.204082,2049.17
0.22449,2132.45
0.244898,2240.1
0.265306,2358.88
0.285714,2556.57
0.306122,2769.74
0.326531,3019.52
0.346939,3865.05
0.367347,3621.87
0.387755,1849.53
0.408163,662.363
0.428571,472.023
0.44898,406.541
0.469388,252.47
0.489796,185.12
0.510204,156.039
0.530612,128.639
0.55102,103.101
0.571429,85.5773
0.591837,71.9036
0.612245,61.1417
0.632653,52.2212
0.653061,44.0831
0.673469,37.7999
0.693878,32.1754
0.714286,28.1177
0.734694,24.4949
0.755102,21.7972
0.77551,19.0511
0.795918,16.7284
0.816327,14.5138
0.836735,12.8792
0.857143,11.5487
0.877551,10.431
0.897959,9.42362
0.918367,8.3057
0.938776,7.44823
0.959184,6.61941
0.979592,6.11939
1,5.57577
