# 20251208_101113
# primespec:	data/PbPb276_cc_(0,5)/primaryspec/spec_20251208_095507_227/spectr.txt
# qmax:	4
# ma:	1.06275
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.512601
# [=>] Eabc:	0.531375
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,1552.1
0.0204082,1552.82
0.0408163,1557.78
0.0612245,1566.82
0.0816327,1579.56
0.102041,1595.28
0.122449,1614.54
0.142857,1637.45
0.163265,1664.05
0.183673,1694.19
0.204082,1727.68
0.22449,1764.6
0.244898,1805.36
0.265306,1851.19
0.285714,1901.27
0.306122,1958.98
0.326531,2019.99
0.346939,2090.39
0.367347,2171.45
0.387755,2260.98
0.408163,2372.33
0.428571,2513.34
0.44898,2683.73
0.469388,3012.26
0.489796,3441.57
0.510204,3034.85
0.530612,1848.52
0.55102,936.852
0.571429,626.696
0.591837,502.685
0.612245,399.696
0.632653,324.911
0.653061,270.108
0.673469,226.158
0.693878,190.525
0.714286,162.424
0.734694,139.106
0.755102,120.999
0.77551,104.691
0.795918,91.5108
0.816327,80.1071
0.836735,70.8474
0.857143,62.271
0.877551,55.391
0.897959,49.2773
0.918367,43.9622
0.938776,39.0665
0.959184,35.1493
0.979592,31.5668
1,28.5537
