# 20251208_110810
# primespec:	data/XeXe544_cc_(0,5)/primaryspec/spec_20251208_105631_037/spectr.txt
# qmax:	4
# ma:	0.497143
# mb:	0.14
# mc:	0.14
# [=>] pabc:	0.205397
# [=>] Eabc:	0.248572
# B:	1
# Q:	1
# epsrel:	1e-05
# epsabs:	0
# iter:	100000
pT,decayspec
0,7046.74
0.0204082,7063.96
0.0408163,7180.11
0.0612245,7377.02
0.0816327,7675.85
0.102041,8081.61
0.122449,8650.82
0.142857,9526.86
0.163265,10659.9
0.183673,14491.4
0.204082,13389.2
0.22449,3909.94
0.244898,1195.72
0.265306,905.896
0.285714,534.078
0.306122,378.303
0.326531,275.143
0.346939,199.397
0.367347,150.119
0.387755,115.669
0.408163,91.1641
0.428571,71.6533
0.44898,55.8786
0.469388,46.1172
0.489796,37.7645
0.510204,31.033
0.530612,25.2047
0.55102,21.5084
0.571429,18.729
0.591837,15.1288
0.612245,13.1654
0.632653,11.4476
0.653061,9.88378
0.673469,8.39992
0.693878,7.41551
0.714286,6.75604
0.734694,5.71978
0.755102,5.10769
0.77551,4.61662
0.795918,4.12931
0.816327,3.6512
0.836735,3.35157
0.857143,3.10115
0.877551,2.67317
0.897959,2.46031
0.918367,2.30673
0.938776,2.08506
0.959184,1.90476
0.979592,1.7645
1,1.66029
